OBJECTID,BLOCKNUM,BLOCKTXT,Total_FullTime_Jobs,Total_PartTime_Jobs,Total_Jobs,Businesses,Internal_FloorArea,PERIMETER,Shape__Area,Shape__Length
368,855,855,0,0,0,0,3151.672995,359.569,3.44E-07,0.002345235
369,854,854,0,0,0,0,5413.247575,330.67,5.78E-07,0.00336673
370,856,856,2,0,2,1,3489.625401,218.546,3.02E-07,0.002171986
371,1073,1073,6,1,7,1,34572.61922,330.67,6.84E-07,0.003337128
372,1074,1074,3,0,3,1,12369.1908,313.803,5.51E-07,0.003058332
373,1201,1201,2,4,6,1,409.7350373,271.413,4.01E-07,0.00274886
374,1202,1202,0,0,0,0,10339.27509,290.112,5.00E-07,0.002921382
375,1204,1204,3,0,3,1,9759.56758,306.42,5.89E-07,0.003071816
376,1205,1205,0,0,0,0,16867.98346,352.099,6.43E-07,0.003446872
377,1206,1206,0,0,0,0,16125.16435,343.69,6.34E-07,0.003340533
378,1207,1207,0,0,0,0,0,542.978,1.27E-06,0.005303402
379,1203,1203,0,0,0,0,9197.839916,288.913,4.95E-07,0.002910174
380,1212,1212,13,13,26,4,26870.39419,410.228,1.02E-06,0.004049674
381,186,186,213,8,221,4,15785.90168,343.059,7.10E-07,0.003430224
382,185,185,284,21,305,7,31585.63067,401.098,9.86E-07,0.003973355
383,303,303,43,44,87,13,30609.83494,418.599,8.09E-07,0.00407716
384,305,305,239,133,372,53,95833.7351,856.693,2.85E-06,0.008346839
385,304,304,2,5,7,1,50864.75149,753.07,1.94E-06,0.007271199
386,301,301,17,11,28,8,103759.2192,1141.11,6.90E-06,0.010694165
387,300,300,141,119,260,11,78567.35565,3380.11,7.61E-06,0.032656696
388,302,302,12,22,34,5,48038.16868,539.448,1.32E-06,0.005440724
389,569,569,460,12,472,20,17275.33928,269.529,4.21E-07,0.002637451
390,65,65,764,195,959,82,31981.03764,288.223,4.66E-07,0.002787282
391,1119,1119,0,0,0,0,4007.785157,447.713,1.12E-06,0.004331038
392,1124,1124,0,0,0,0,3074.054849,791.05,1.22E-06,0.007298388
393,1125,1125,0,0,0,0,8889.298855,749.479,3.06E-06,0.007602328
394,1126,1126,5,9,14,2,1075.923743,392.238,9.49E-07,0.003872065
395,1127,1127,6,8,14,6,6774.561894,543.975,1.64E-06,0.005258476
396,1128,1128,0,0,0,0,9254.335544,812.571,2.91E-06,0.008286011
397,1129,1129,0,0,0,0,8748.513819,760.588,2.62E-06,0.007916817
398,1130,1130,0,0,0,0,13247.5392,942.793,4.02E-06,0.0097244
399,1131,1131,0,0,0,0,9945.348325,939.128,3.13E-06,0.009809106
400,1133,1133,1,3,4,1,7746.461258,689.281,2.27E-06,0.007110058
401,1134,1134,0,0,0,0,6104.847138,639.603,1.97E-06,0.006598933
402,1135,1135,0,4,4,2,11066.96769,759.013,3.95E-06,0.007526639
403,1136,1136,0,0,0,0,5849.703584,544.402,1.64E-06,0.00526237
404,1137,1137,3,4,7,2,5755.203919,544.497,1.64E-06,0.005262952
405,1138,1138,0,0,0,0,4655.463054,511.779,1.35E-06,0.004916162
406,1132,1132,4,3,7,2,17687.412,1856.722,5.47E-06,0.019402063
407,50,50,2238,527,2765,50,79134.54139,397.949,6.65E-07,0.003750052
408,85,85,2645,282,2927,90,154776.0054,507.619,1.30E-06,0.004840091
409,120,120,427,265,692,216,120877.635,484.755,1.37E-06,0.004745793
410,570,570,387,54,441,59,20896.06859,308.36,5.60E-07,0.003011697
411,599,599,0,0,0,0,8318.167908,345.439,6.82E-07,0.003352987
412,1362,1362,0,0,0,0,3426.276163,227.24,3.34E-07,0.002262296
413,1363,1363,1,0,1,0,18350.05018,355.235,5.29E-07,0.003609095
414,1361,1361,0,0,0,1,14051.51082,228.062,3.16E-07,0.002304827
415,910,910,0,0,0,0,7186.85118,425.241,8.60E-07,0.004281841
416,909,909,0,0,0,0,5227.264495,418.391,8.64E-07,0.004156766
417,908,908,6,2,8,1,5427.139599,371.221,7.02E-07,0.003668318
418,906,906,0,0,0,0,808.4436389,259.974,4.23E-07,0.002551135
419,907,907,0,0,0,0,5165.908921,304.611,5.32E-07,0.003022939
420,58,58,4576,682,5258,179,136238.6299,399.424,8.98E-07,0.003855593
421,49,49,9933,1853,11786,21,133869.6626,573.057,1.10E-06,0.005393285
422,930,930,0,0,0,0,10525.3944,294.455,5.29E-07,0.002913684
423,927,927,0,8,8,1,8731.151078,438.935,1.01E-06,0.004430193
424,926,926,6,0,6,1,9321.499095,476.165,1.05E-06,0.004833042
425,928,928,0,0,0,0,4901.748233,363.74,6.91E-07,0.003643162
426,929,929,0,0,0,0,4633.395253,307.75,5.42E-07,0.003065534
427,571,571,74,20,94,9,10723.12828,300.142,4.57E-07,0.002916799
428,572,572,177,32,209,5,23142.58503,335.611,6.54E-07,0.003258935
429,573,573,57,16,73,14,22601.24841,328.647,6.41E-07,0.003186628
430,386,386,0,0,0,0,21195.48743,609.803,2.18E-06,0.005935911
431,388,388,0,0,0,0,47275.89227,855.053,3.94E-06,0.008283206
432,389,389,8,1,9,1,34297.57724,847.076,3.44E-06,0.008448973
433,385,385,6,1,7,1,32007.24264,779.226,2.70E-06,0.007920068
434,387,387,0,0,0,0,22654.45547,572.278,1.26E-06,0.005639426
435,363,363,24,27,51,9,7491.518039,735.157,2.52E-06,0.007499646
436,360,360,642,558,1200,20,118787.8247,1857.061,1.46E-05,0.018201827
437,362,362,597,772,1369,61,149519.7796,1739.956,1.27E-05,0.017334464
438,574,574,105,33,138,20,20750.2521,361.395,6.33E-07,0.003245584
439,655,655,0,0,0,0,8502.883371,502.467,1.02E-06,0.00479424
440,653,653,0,0,0,0,26886.23528,486.948,1.47E-06,0.004878632
441,654,654,0,0,0,0,8917.43385,453.431,9.41E-07,0.004308595
442,635,635,0,0,0,0,32673.02296,495.788,1.45E-06,0.004971238
443,636,636,0,0,0,0,55594.74828,595.949,2.18E-06,0.005881385
444,663,663,0,0,0,0,0,356.833,3.23E-07,0.003347861
445,664,664,0,0,0,0,18437.59024,273.229,4.26E-07,0.002635375
446,41,41,2999,332,3331,104,131638.4974,395.273,9.21E-07,0.003902328
447,1008,1008,12,8,20,4,16746.97023,547.56,1.27E-06,0.005366464
448,1009,1009,0,0,0,0,13686.89837,563.005,1.40E-06,0.005533242
449,1010,1010,0,0,0,0,25141.41686,557.067,1.41E-06,0.005480629
450,36,36,1745,349,2094,195,45896.73043,271.689,3.50E-07,0.002580406
451,211,211,14,12,26,9,29639.75465,302.924,5.02E-07,0.002969543
452,87,87,3019,486,3505,211,81268.60534,483.287,9.73E-07,0.004546783
453,588,588,0,0,0,0,13357.06136,534.646,1.29E-06,0.005536299
454,589,589,130,13,143,23,18929.0943,576.735,1.64E-06,0.00593698
455,758,758,0,0,0,0,2623.190671,186.421,1.85E-07,0.001902702
456,759,759,0,0,0,0,1259.704401,127.372,9.87E-08,0.001258943
457,760,760,0,0,0,0,1708.285624,153.455,1.39E-07,0.001544308
458,761,761,0,0,0,0,1367.087172,195.065,1.44E-07,0.001866374
459,502,502,180,32,212,8,20937.16253,370.598,8.31E-07,0.003632542
460,520,520,0,0,0,0,9480.180697,409.06,6.39E-07,0.003842658
461,1047,1047,0,0,0,0,9868.066509,336.521,6.50E-07,0.003408457
462,199,199,0,0,0,0,8186.457054,394.243,5.85E-07,0.003779737
463,227,227,0,0,0,0,7745.093773,504.99,8.09E-07,0.004765585
464,310,310,0,0,0,0,19835.46411,587.22,1.02E-06,0.005692191
465,309,309,0,0,0,0,24567.4306,780.375,2.48E-06,0.00759675
466,328,328,0,0,0,0,6693.142786,283.582,3.55E-07,0.002686863
467,334,334,0,0,0,0,7333.282643,216.602,2.50E-07,0.002076987
468,341,341,0,0,0,0,6369.509794,331.019,6.67E-07,0.003292286
469,390,390,0,0,0,0,1336.167529,2487.99,2.14E-05,0.023626761
470,435,435,1,0,1,1,6019.157186,254.904,2.93E-07,0.002436831
471,409,409,0,0,0,0,9216.335106,214.146,2.63E-07,0.00207903
472,418,418,0,0,0,0,3927.003651,283.164,3.52E-07,0.002769367
473,412,412,0,0,0,0,11726.85869,230.16,2.80E-07,0.002366766
474,536,536,0,0,0,0,7155.440904,362.094,5.39E-07,0.003745633
475,535,535,0,0,0,0,9361.235876,374.335,7.96E-07,0.003763922
476,539,539,0,0,0,0,34552.65331,586.808,1.85E-06,0.005913535
477,575,575,178,79,257,26,20489.8834,341.871,6.80E-07,0.003323088
478,95,95,1608,462,2070,42,101616.5123,551.429,1.94E-06,0.005451836
479,146,146,0,0,0,0,0,883.903,1.50E-06,0.008091721
480,46,46,3635,443,4078,154,132218.936,430.362,9.55E-07,0.004396087
481,410,410,0,0,0,0,16955.27612,312.136,5.67E-07,0.002973784
482,533,533,2,3,5,2,3118.472694,228.569,2.55E-07,0.002297805
483,553,553,2,2,4,2,49599.65355,831.379,3.62E-06,0.00838788
484,805,805,0,0,0,0,8634.583343,219.823,2.59E-07,0.002234277
485,804,804,0,0,0,0,16946.28182,254.805,3.31E-07,0.002622668
486,814,814,12,25,37,2,17074.22392,375.163,7.36E-07,0.003629273
487,813,813,11,4,15,1,8618.82246,281.769,4.45E-07,0.002728434
488,812,812,0,0,0,0,13787.31667,304.909,5.27E-07,0.002919783
489,560,560,35,35,70,9,6278.940569,186.651,1.89E-07,0.001781915
490,1214,1214,10,7,17,7,121295.2205,1085.637,6.90E-06,0.010848754
491,28,28,1920,439,2359,103,115547.0545,622.64,2.25E-06,0.005998559
492,1257,1257,0,0,0,0,2646.656789,384.218,8.27E-07,0.003758243
493,66,66,3709,402,4111,58,94160.78472,342.251,7.11E-07,0.003360138
494,1251,1251,37,35,72,5,34816.78587,528.52,1.42E-06,0.005182466
495,1252,1252,0,0,0,0,1632.91963,378.879,7.55E-07,0.003794702
496,1253,1253,87,99,186,20,62587.85866,608.633,1.93E-06,0.005963361
497,1254,1254,0,0,0,0,0,1071.149,1.32E-06,0.004925912
498,74,74,1602,361,1963,166,59096.27119,535.761,9.38E-07,0.004992006
499,100,100,144,423,567,5,29012.12483,602.982,4.54E-07,0.003222161
500,561,561,80,83,163,24,22131.88941,352.855,4.15E-07,0.003436507
501,562,562,155,22,177,10,9743.464748,204.095,2.14E-07,0.002027934
502,1086,1086,30,17,47,7,14346.54428,523.256,1.22E-06,0.005063441
503,1085,1085,0,0,0,0,4380.3785,1071.149,3.71E-07,0.003256387
504,30,30,66,75,141,18,25180.12083,426.806,7.30E-07,0.004013935
505,118,118,97,87,184,32,42135.20785,328.253,3.66E-07,0.003050428
506,563,563,121,53,174,21,6327.691349,260.849,2.74E-07,0.002623993
507,60,60,204,109,313,11,25048.3984,455.969,6.05E-07,0.00421576
508,11,11,5294,572,5866,132,254388.7544,957.643,2.33E-06,0.008865898
509,1054,1054,0,0,0,0,14064.66096,333.763,6.24E-07,0.003229732
510,72,72,295,192,487,3,65426.75924,499.682,1.14E-06,0.004756457
511,1048,1048,0,0,0,0,4931.782447,296.876,5.20E-07,0.002965959
512,1017,1017,3,0,3,2,4940.324995,487.499,7.57E-07,0.00486687
513,1018,1018,2,0,2,1,10657.8108,487.244,9.29E-07,0.004780799
514,1019,1019,10,0,10,1,10930.40657,533.801,1.00E-06,0.005309319
515,580,580,0,0,0,0,15548.52472,389.853,9.02E-07,0.003892375
516,694,694,0,0,0,0,9000.934327,383.181,5.22E-07,0.003611656
517,731,731,0,0,0,0,10370.02386,435.524,1.03E-06,0.00420853
518,756,756,1,0,1,0,13766.83707,573.031,7.46E-07,0.005982468
519,755,755,0,0,0,0,8504.79435,563.494,6.72E-07,0.005241018
520,842,842,0,0,0,0,18931.17381,405.846,7.30E-07,0.004148845
521,944,944,0,0,0,0,7451.992819,363.946,7.46E-07,0.003579912
522,943,943,0,0,0,0,8329.000959,353.283,7.14E-07,0.003452466
523,934,934,0,0,0,0,7518.874943,345.647,6.67E-07,0.003401737
524,935,935,18,0,18,2,10724.98719,341.702,6.44E-07,0.003359408
525,933,933,0,0,0,0,9428.592717,433.507,9.25E-07,0.004250054
526,936,936,0,0,0,0,10657.72937,431.17,9.07E-07,0.004210396
527,558,558,483,4,487,1,34478.11442,320.312,5.83E-07,0.003143166
528,584,584,0,0,0,0,9558.346448,368.162,7.56E-07,0.003586143
529,342,342,0,0,0,0,7709.63241,272.748,4.34E-07,0.002760961
530,1113,1113,3,7,10,3,42734.58317,587.377,1.63E-06,0.005608576
531,680,680,1,2,3,1,724.349672,203.313,1.58E-07,0.002003445
532,681,681,0,0,0,0,7399.516152,356.37,6.18E-07,0.003539455
533,683,683,3,2,5,1,7029.028526,406.707,4.78E-07,0.004263515
534,682,682,0,2,2,1,11805.97755,455.909,9.92E-07,0.004639078
535,1217,1217,11,36,47,4,34843.41916,358.089,7.70E-07,0.003543365
536,1013,1013,31,19,50,9,12780.87785,606.533,1.45E-06,0.005953958
537,1011,1011,27,13,40,7,33950.14867,613.577,1.58E-06,0.006018395
538,1012,1012,6,5,11,2,14287.74253,616.607,1.58E-06,0.00605227
539,16,16,653,160,813,30,19905.77364,589.954,1.39E-06,0.005653551
540,52,52,70,102,172,15,17113.28912,458.194,6.69E-07,0.004254174
541,53,53,2807,172,2979,114,178728.466,523.512,1.21E-06,0.004943444
542,565,565,647,118,765,62,26582.21091,272.202,3.90E-07,0.002613667
543,609,609,15,11,26,2,8707.154201,241.32,1.72E-07,0.002320124
544,711,711,0,0,0,0,6125.140257,875.291,2.04E-06,0.009140338
545,710,710,11,3,14,1,4710.358956,287.502,3.72E-07,0.002955782
546,706,706,73,13,86,4,9805.767688,475.698,1.26E-06,0.004599496
547,709,709,0,0,0,0,2760.425422,252.79,3.70E-07,0.002508279
548,701,701,0,0,0,0,5375.113488,338.399,4.40E-07,0.003212874
549,702,702,0,0,0,0,5778.089298,288.906,4.96E-07,0.002835129
550,703,703,3,3,6,1,5722.709877,297.843,5.24E-07,0.002921693
551,704,704,0,0,0,0,4158.113318,340.249,3.98E-07,0.003511449
552,705,705,0,0,0,0,8560.659687,409.6,9.56E-07,0.003957199
553,707,707,19,0,19,2,15704.81102,471.522,1.24E-06,0.00453364
554,708,708,4,0,4,1,14376.45572,569.54,1.52E-06,0.005871215
555,22,22,299,116,415,6,55392.63556,301.901,4.48E-07,0.002929247
556,69,69,2392,310,2702,92,53743.7045,413.138,5.96E-07,0.003364065
557,104,104,273,82,355,3,66231.34054,1279.252,8.42E-06,0.012451437
558,110,110,236,209,445,5,28573.24501,1576.658,2.41E-06,0.015608262
559,525,525,117,19,136,28,10920.9207,320.571,5.33E-07,0.003287134
560,559,559,0,0,0,0,0,189.862,1.95E-07,0.001814007
561,610,610,392,136,528,11,18469.04352,383.223,2.90E-07,0.003628718
562,24,24,127,23,150,12,41364.47773,402.947,5.89E-07,0.003834112
563,15,15,226,164,390,46,18034.23016,388.982,8.24E-07,0.00371585
564,521,521,251,60,311,8,19058.91423,237.422,2.92E-07,0.002404379
565,598,598,8,0,8,1,5766.368324,313.262,5.79E-07,0.003060024
566,757,757,2,9,11,1,15084.63393,765.8,1.03E-06,0.007173497
567,57,57,1611,187,1798,46,80854.56625,336.31,5.01E-07,0.003169528
568,63,63,1637,276,1913,116,42543.76762,295.893,4.87E-07,0.002852052
569,116,116,1167,650,1817,175,213227.7646,583.157,1.65E-06,0.005570854
570,10,10,56,74,130,17,47631.07961,1202.968,6.11E-06,0.01141051
571,662,662,20,0,20,2,12136.17475,310.231,5.70E-07,0.003080167
572,523,523,2428,407,2835,36,72653.32547,484.862,1.29E-06,0.004674544
573,587,587,47,46,93,22,14290.8729,697.877,1.25E-06,0.007027371
574,101,101,33,20,53,1,5213.887822,789.457,3.98E-06,0.007767232
575,511,511,125,43,168,11,5332.41727,312.876,4.26E-07,0.003201828
576,512,512,117,46,163,13,26799.87596,329.888,6.25E-07,0.003356591
577,513,513,63,26,89,5,11881.57424,361.842,8.02E-07,0.003639204
578,514,514,771,98,869,27,23326.37163,371.321,8.47E-07,0.00373993
579,515,515,66,58,124,9,20602.86794,523.802,8.49E-07,0.005202871
580,516,516,428,70,498,27,20318.7192,424.07,8.30E-07,0.004128468
581,517,517,221,109,330,27,20657.00008,424.712,8.46E-07,0.0041273
582,518,518,642,377,1019,66,29239.15344,434.508,8.72E-07,0.004222485
583,67,67,5664,1144,6808,78,195693.9803,517.375,1.26E-06,0.004454696
584,658,658,4,6,10,1,5625.443611,234.092,3.29E-07,0.002343169
585,507,507,251,23,274,11,20501.65687,514.983,9.44E-07,0.004874865
586,714,714,3,8,11,1,6036.665812,498.546,6.39E-07,0.00460249
587,715,715,6,20,26,4,9556.966649,477.702,1.06E-06,0.004511261
588,716,716,7,13,20,1,8788.921116,473.012,1.15E-06,0.004699641
589,712,712,0,1,1,1,3643.215711,338.388,4.09E-07,0.003180622
590,713,713,8,18,26,3,11374.40926,584.321,1.36E-06,0.005455414
591,590,590,29,20,49,10,125690.4782,858.423,4.66E-06,0.008483608
592,657,657,204,47,251,23,19419.56187,352.519,7.46E-07,0.003417884
593,508,508,44,13,57,10,21206.21546,426.589,9.22E-07,0.004033474
594,530,530,1074,217,1291,29,51911.71474,505.243,1.54E-06,0.005027905
595,659,659,14,4,18,5,32122.52929,532.842,1.16E-06,0.005027251
596,660,660,142,4,146,8,10683.5769,350.534,5.92E-07,0.003338519
597,1060,1060,55,128,183,17,93168.85315,618.483,1.54E-06,0.006488763
598,555,555,156,81,237,17,22815.12166,364.682,7.69E-07,0.003669305
599,1062,1062,50,49,99,12,52669.67105,410.412,9.93E-07,0.004044628
600,1063,1063,8,22,30,4,32023.60599,451.808,1.25E-06,0.004429666
601,556,556,606,164,770,4,18131.89205,422.274,7.69E-07,0.004324326
602,661,661,23,9,32,14,20187.25149,381.244,7.95E-07,0.003722145
603,45,45,4129,799,4928,135,116208.4136,386.148,9.10E-07,0.00388611
604,557,557,14,2,16,4,3668.460732,274.308,3.77E-07,0.002660703
605,566,566,63,33,96,13,4250.083104,241.356,2.66E-07,0.002457618
606,637,637,8,2,10,2,22078.51573,438.044,1.06E-06,0.004453207
607,638,638,330,29,359,13,16455.31374,405.796,8.44E-07,0.00416237
608,526,526,83,59,142,19,12435.6035,410.902,1.03E-06,0.004081299
609,1144,1144,0,1,1,1,84.88885802,654.518,2.12E-06,0.006284735
610,394,394,5,8,13,1,614.8352511,1532.524,1.29E-05,0.015152691
611,395,395,0,0,0,0,17267.37083,803.294,3.17E-06,0.007871087
612,396,396,0,0,0,0,10139.36848,507.742,1.54E-06,0.005112168
613,393,393,0,4,4,1,6070.444905,2043.05,2.26E-05,0.020683779
614,392,392,23,17,40,7,4941.639816,2799.239,4.25E-05,0.027045917
615,39,39,5629,382,6011,105,139777.1833,371.561,7.24E-07,0.003523156
616,136,136,168,250,418,34,33441.262,392.853,7.07E-07,0.003723218
617,133,133,85,26,111,2,12053.69648,394.185,2.58E-07,0.002670244
618,1208,1208,14,1,15,3,32816.58869,332.633,4.90E-07,0.003195185
619,1209,1209,17,2,19,5,34529.08676,355.692,6.61E-07,0.003635919
620,1374,1374,123,252,375,43,126296.6978,1906.332911,2.09E-06,0.00602921
621,1121,1121,325,101,426,8,42170.88421,662.917,2.17E-06,0.006359468
622,1120,1120,59,21,80,8,20687.18479,663.782,2.17E-06,0.006358541
623,138,138,137,166,303,44,12845.20452,242.206,3.69E-07,0.002372105
624,567,567,315,52,367,41,27046.15276,368.518,7.79E-07,0.003663787
625,576,576,4,7,11,3,7370.410854,218.316,2.51E-07,0.002236447
626,639,639,205,57,262,20,18513.07459,403.434,8.43E-07,0.004132386
627,640,640,3,1,4,2,16919.15084,577.326,1.47E-06,0.005467698
628,1321,1321,37,53,90,13,108273.9684,470.293,9.88E-07,0.004652075
629,1322,1322,68,169,237,26,97457.71979,301.775,4.93E-07,0.003076105
630,1323,1323,108,105,213,6,13757.56926,344.201,2.67E-07,0.003193969
631,1325,1325,54,25,79,13,100874.47,595.344,2.00E-06,0.006046852
632,1327,1327,16,10,26,4,33474.2041,409.14,6.68E-07,0.004100598
633,577,577,173,84,257,4,13319.01382,321.394,6.29E-07,0.003174549
634,641,641,40,8,48,8,22471.5174,579.948,1.45E-06,0.005501461
635,784,784,178,136,314,31,17957.24616,391.815,5.25E-07,0.003740546
636,785,785,159,32,191,5,13170.604,199.291,2.10E-07,0.001963457
637,1376,1376,6,2,8,0,28961.71903,1906.332911,1.18E-06,0.008634253
638,554,554,58,18,76,7,6760.05542,275.677,4.60E-07,0.002714598
639,140,140,1705,351,2056,77,127589.2723,513.645,1.12E-06,0.00515825
640,578,578,23,18,41,6,24324.09625,406.254,8.59E-07,0.004149719
641,778,778,505,408,913,35,79202.936,2357.591,1.84E-05,0.023193534
642,642,642,102,15,117,9,15274.51446,405.582,8.39E-07,0.004158621
643,77,77,6238,2562,8800,331,263796.6858,596.866,1.96E-06,0.005743859
644,643,643,13,3,16,4,10232.89442,262.003,4.14E-07,0.00263758
645,509,509,116,42,158,27,8749.784231,386.59,7.10E-07,0.003674491
646,156,156,1492,318,1810,22,70082.47021,324.781,5.77E-07,0.003137229
647,781,781,2469,29,2498,30,63856.76688,583.205,1.62E-06,0.005674409
648,510,510,69,48,117,15,19168.9815,494.548,1.42E-06,0.004913782
649,158,158,1318,183,1501,4,34654.98228,253.07,2.69E-07,0.002618439
650,166,166,463,68,531,7,25336.09576,346.154,5.84E-07,0.003085607
651,168,168,310,202,512,2,47600.47143,880.235,2.39E-06,0.00848564
652,527,527,64,5,69,6,2879.305083,313.475,5.47E-07,0.003028985
653,608,608,41,5,46,8,22885.14077,1348.023,8.11E-06,0.013494897
654,644,644,372,71,443,24,25191.93109,533.869,1.16E-06,0.005030154
655,645,645,48,7,55,6,31580.05124,492.253,9.51E-07,0.004647859
656,790,790,5,11,16,2,7422.124815,357.532,4.86E-07,0.005056287
657,179,179,1172,762,1934,12,70026.31624,667.901,2.72E-06,0.006652126
658,180,180,250,224,474,5,28497.39135,498.892,1.41E-06,0.004881591
659,528,528,165,47,212,23,11686.3116,480.183,8.86E-07,0.004594698
660,147,147,1298,160,1458,22,39641.36355,334.756,6.10E-07,0.003417136
661,529,529,330,48,378,39,13326.36214,283.717,5.01E-07,0.002815581
662,126,126,3743,2038,5781,227,386742.5442,552.111,1.88E-06,0.005481631
663,141,141,3,0,3,1,22502.43811,332.764,4.82E-07,0.003136613
664,157,157,15,0,15,1,678.3055104,645.886,2.44E-06,0.006319608
665,579,579,19,56,75,14,8088.783229,345.82,6.64E-07,0.003522313
666,779,779,66,108,174,17,36370.43545,296.186,3.23E-07,0.002862519
667,1029,1029,3,2,5,1,10544.37183,514.916,9.90E-07,0.005321899
668,1034,1034,21,0,21,2,13019.35706,539.142,1.24E-06,0.005132276
669,165,165,1997,824,2821,16,139288.973,740.748,2.34E-06,0.007134282
670,163,163,1135,98,1233,22,67522.17399,304.25,5.46E-07,0.00304641
671,162,162,233,27,260,4,37407.92522,511.985,1.12E-06,0.004899653
672,1035,1035,42,29,71,8,12021.9746,537.327,1.24E-06,0.005109089
673,1036,1036,3,8,11,2,11465.20737,538.314,1.22E-06,0.00511625
674,596,596,167,51,218,28,26928.21581,689.942,2.83E-06,0.006758312
675,597,597,0,0,0,0,1738.038242,534.394,1.37E-06,0.005089505
676,1037,1037,136,41,177,22,24476.62362,594.43,1.48E-06,0.005695349
677,182,182,861,189,1050,10,79545.0682,384.909,9.01E-07,0.00384293
678,161,161,6124,523,6647,14,120727.3028,1906.332911,4.07E-06,0.011975688
679,1373,1373,2735,247,2982,24,124026.273,456.9597,1.08E-06,0.004454835
680,1039,1039,44,87,131,13,14548.31663,406.501,8.46E-07,0.003917113
681,1040,1040,24,30,54,2,18087.62118,497.839,1.53E-06,0.004894607
682,137,137,513,284,797,108,35162.67872,323.61,5.63E-07,0.00311429
683,164,164,347,346,693,28,135353.8042,597.356,1.64E-06,0.005785124
684,797,797,84,4,88,4,16115.14216,348.507,6.18E-07,0.00354022
685,798,798,19,7,26,3,8238.442319,296.481,5.07E-07,0.003004064
686,1041,1041,33,22,55,6,9390.017839,336.212,5.81E-07,0.00328839
687,1042,1042,0,0,0,0,8806.990058,446.806,1.22E-06,0.004398305
688,181,181,2897,276,3173,9,156288.8874,669.855,2.70E-06,0.006733878
689,494,494,69,31,100,12,14382.00861,334.748,5.92E-07,0.003193729
690,495,495,66,1,67,7,8983.832458,272.138,4.53E-07,0.002681354
691,496,496,270,11,281,23,19039.85479,443.492,1.09E-06,0.004512074
692,497,497,227,14,241,10,37116.33619,561.897,1.61E-06,0.005787498
693,628,628,1813,152,1965,11,79942.03917,807.381,3.36E-06,0.007728409
694,632,632,11,4,15,2,18005.77676,621.478,1.48E-06,0.005842826
695,799,799,10,3,13,4,4619.093742,294.206,3.84E-07,0.003024965
696,818,818,3,2,5,1,3194.991329,265.488,2.84E-07,0.002766338
697,493,493,75,19,94,22,15928.48343,425.794,1.07E-06,0.00425971
698,633,633,5,3,8,1,9952.787775,391.176,9.19E-07,0.003863416
699,634,634,7,0,7,4,54057.28546,567.365,1.92E-06,0.005615467
700,1100,1100,60,13,73,6,14728.55145,521.872,1.25E-06,0.004946836
701,139,139,234,259,493,87,29841.2006,467.073,8.38E-07,0.004377718
702,1104,1104,52,21,73,7,19542.4593,551.191,1.36E-06,0.005239787
703,490,490,149,7,156,12,11752.07173,253.529,2.74E-07,0.002397102
704,1109,1109,78,0,78,2,12612.75941,369.836,4.65E-07,0.003532345
705,1105,1105,11,21,32,8,10823.78846,520.221,1.25E-06,0.004944632
706,489,489,298,37,335,38,14289.78326,157.778,3.63E-07,0.002745479
707,1107,1107,0,1,1,1,15270.30844,501.904,1.20E-06,0.004769336
708,656,656,0,1,1,1,506.840175,552.371,1.31E-06,0.005239141
709,1106,1106,100,173,273,21,17944.05016,534.267,1.32E-06,0.005092498
710,669,669,59,17,76,9,11370.36404,405.396,6.17E-07,0.003895275
711,667,667,32,16,48,8,14456.07958,506.815,9.17E-07,0.005277462
712,668,668,5,0,5,0,19935.43136,352.002,3.32E-07,0.002994681
713,672,672,6,12,18,2,4252.593004,386.511,4.74E-07,0.00375961
714,673,673,6,10,16,1,5965.314695,456.91,7.24E-07,0.004527495
715,670,670,185,33,218,12,5237.821228,328.035,3.69E-07,0.003362044
716,674,674,6,5,11,1,9589.866624,489.181,8.34E-07,0.005168667
717,666,666,13,6,19,1,3601.13663,242.465,2.17E-07,0.002546728
718,671,671,5,3,8,1,14831.28456,363.018,6.60E-07,0.003539255
719,64,64,1206,159,1365,32,41562.25556,285.765,4.52E-07,0.0029133
720,498,498,119,29,148,19,17396.33374,538.072,1.62E-06,0.005195749
721,1099,1099,17,3,20,2,6963.503108,491.271,1.24E-06,0.004791331
722,1101,1101,143,34,177,24,22553.97232,573.316,1.43E-06,0.00546056
723,1102,1102,319,141,460,44,30928.23551,640.088,2.04E-06,0.006255781
724,1164,1164,28,7,35,3,12168.67481,500.844,1.16E-06,0.005182759
725,531,531,69,17,86,13,8653.206474,367.874,8.10E-07,0.003687621
726,718,718,49,77,126,17,24811.61132,708.276,2.63E-06,0.007239119
727,1096,1096,326,298,624,19,37859.26226,911.179,4.79E-06,0.00892785
728,35,35,2221,394,2615,70,107800.1877,401.654,9.64E-07,0.004024129
729,719,719,29,35,64,5,7634.503779,343.837,6.70E-07,0.003345801
730,1255,1255,32,6,38,2,8591.918981,1071.149,1.91E-06,0.006201018
731,1098,1098,71,7,78,9,35166.62126,901.253,3.58E-06,0.008804889
732,720,720,4,5,9,2,1877.303409,234.913,3.46E-07,0.002310875
733,1089,1089,64,80,144,17,64194.89572,642.514,1.95E-06,0.006058876
734,675,675,29,17,46,3,13832.51064,542.432,1.18E-06,0.00529942
735,676,676,0,0,0,0,8416.465404,424.682,8.54E-07,0.004117048
