Num,BLOCKNUM,Total_FullTime_Jobs,Total_PartTime_Jobs,Total_Jobs,Businesses,Internal_FloorArea,PERIMETER,Shape__Area,Shape__Length,suburb,jobs_sqm
104,467,430,64,494,38,59480.53962,323.598,0.000000625,0.003240979,"Darlinghurst and Surry Hill",0.01
105,466,102,83,185,25,41168.21758,328.456,0.000000652,0.003280981,"Darlinghurst and Surry Hill",0
106,487,69,39,108,10,7146.934594,310.454,0.000000216,0.001946666,"Darlinghurst and Surry Hill",0.02
107,488,46,3,49,4,9575.415543,157.778,0.000000136,0.00161219,"Darlinghurst and Surry Hill",0.01
108,463,12,45,57,4,7791.011718,290.988,0.000000475,0.002832398,"Darlinghurst and Surry Hill",0.01
109,462,14,3,17,4,9334.793306,324.213,0.000000627,0.003169975,"Darlinghurst and Surry Hill",0
110,476,19,14,33,5,11460.58554,415.484,0.000000523,0.003871854,"Darlinghurst and Surry Hill",0
111,475,16,1,17,3,9449.981052,406.645,0.000000829,0.003915266,"Darlinghurst and Surry Hill",0
112,491,15,14,29,5,13551.37535,294.313,0.000000499,0.002895503,"Darlinghurst and Surry Hill",0
113,492,186,39,225,17,23007.84187,321.488,0.00000061,0.003128476,"Darlinghurst and Surry Hill",0.01
114,505,5,17,22,2,7614.213951,320.4,0.000000476,0.00334078,"Darlinghurst and Surry Hill",0
115,504,3,5,8,1,7894.936571,411.067,0.00000064,0.003863725,"Darlinghurst and Surry Hill",0
116,503,9,14,23,4,19470.36306,495.426,0.00000132,0.004734778,"Darlinghurst and Surry Hill",0
117,506,0,0,0,0,0,164.959,0.0000000789,0.001555793,"Darlinghurst and Surry Hill",0
118,519,0,0,0,0,4128.545055,258.267,0.000000304,0.002444708,"Darlinghurst and Surry Hill",0
119,581,1,1,2,1,5512.00177,291.534,0.000000504,0.002927051,"Darlinghurst and Surry Hill",0
120,582,412,36,448,69,24024.88193,356.758,0.000000669,0.003479606,"Darlinghurst and Surry Hill",0.02
121,583,10,5,15,2,3691.627404,235.991,0.000000338,0.002341967,"Darlinghurst and Surry Hill",0
122,593,0,0,0,0,4516.406475,347.852,0.00000065,0.003336132,"Darlinghurst and Surry Hill",0
123,592,0,0,0,0,5732.717811,334.16,0.000000624,0.003232326,"Darlinghurst and Surry Hill",0
124,594,7,7,14,2,6729.020784,327.75,0.00000059,0.003162122,"Darlinghurst and Surry Hill",0
125,591,6,8,14,1,8602.090325,358.797,0.000000667,0.003460339,"Darlinghurst and Surry Hill",0
126,595,0,0,0,0,12625.15259,460.903,0.00000124,0.004650599,"Darlinghurst and Surry Hill",0
127,600,3,5,8,1,5918.25878,371.897,0.000000771,0.003596514,"Redfern, Erskineville and Macdonaldtown",0
128,601,0,0,0,0,7809.048836,401.942,0.000000951,0.003922367,"Redfern, Erskineville and Macdonaldtown",0
129,602,2,3,5,2,5731.184803,378.35,0.000000854,0.003707817,"Redfern, Erskineville and Macdonaldtown",0
130,603,0,0,0,0,5027.28703,346.148,0.000000727,0.00341436,"Redfern, Erskineville and Macdonaldtown",0
131,607,0,0,0,0,6530.302275,347.409,0.000000546,0.003597765,"Redfern, Erskineville and Macdonaldtown",0
132,604,0,0,0,0,5387.364092,271.951,0.000000436,0.002722895,"Redfern, Erskineville and Macdonaldtown",0
133,605,14,2,16,4,9849.031559,435.659,0.00000106,0.00419823,"Redfern, Erskineville and Macdonaldtown",0
134,606,124,0,124,24,15953.10128,539.598,0.00000131,0.005590127,"Redfern, Erskineville and Macdonaldtown",0.01
135,616,0,0,0,0,32383.64224,406.141,0.000000902,0.003897243,"Redfern, Erskineville and Macdonaldtown",0
136,617,1,3,4,2,7290.580297,435.559,0.000000994,0.004154915,"Redfern, Erskineville and Macdonaldtown",0
137,618,0,0,0,0,5435.826011,312.923,0.000000586,0.00302729,"Redfern, Erskineville and Macdonaldtown",0
138,619,59,17,76,7,4854.375147,261.596,0.000000283,0.002674526,"Redfern, Erskineville and Macdonaldtown",0.02
139,622,24,14,38,1,15878.34203,419.548,0.00000101,0.004046404,"Redfern, Erskineville and Macdonaldtown",0
140,623,2,9,11,3,1406.154334,434.03,0.00000105,0.004174893,"Redfern, Erskineville and Macdonaldtown",0.01
141,615,0,0,0,0,10080.59699,417.516,0.000000946,0.004000661,"Redfern, Erskineville and Macdonaldtown",0
142,611,30,21,51,8,5334.369514,339.549,0.000000412,0.003488488,"Redfern, Erskineville and Macdonaldtown",0.01
143,614,4,8,12,4,47651.25209,732.169,0.00000198,0.006859664,"Redfern, Erskineville and Macdonaldtown",0
144,620,15,8,23,3,8234.151365,366.763,0.000000762,0.003595491,"Redfern, Erskineville and Macdonaldtown",0
145,624,13,5,18,5,13403.1899,520.097,0.00000145,0.005318797,"Redfern, Erskineville and Macdonaldtown",0
146,625,8,7,15,2,2770.727303,909.291,0.00000453,0.00875398,"Redfern, Erskineville and Macdonaldtown",0.01
147,626,532,104,636,72,44109.98925,836.202,0.00000227,0.007792879,"Redfern, Erskineville and Macdonaldtown",0.01
148,627,12,13,25,6,15174.12542,763.059,0.00000104,0.007144808,"Redfern, Erskineville and Macdonaldtown",0
149,803,3,1,4,1,3350.913869,212.1,0.000000264,0.002065329,Camperdown,0
150,817,0,0,0,0,7795.039167,316.491,0.000000567,0.003093418,Camperdown,0
151,982,22,32,54,9,34590.38153,715.679,0.00000307,0.007116914,Glebe,0
152,978,0,0,0,0,11259.26804,663.052,0.00000108,0.006395249,Glebe,0
153,975,0,0,0,1,9486.331847,436.175,0.00000106,0.004381288,Glebe,0
154,976,19,48,67,8,22395.25134,593.916,0.00000215,0.005917157,Glebe,0
155,977,40,37,77,18,23497.18242,690.036,0.00000217,0.006937015,Glebe,0
156,979,2,0,2,1,2528.84994,366.487,0.000000571,0.003625194,Glebe,0
157,980,79,9,88,3,9465.750016,774.001,0.00000301,0.007446375,Glebe,0.01
158,983,0,0,0,0,14606.14397,712.253,0.0000018,0.007017052,Glebe,0
159,986,0,0,0,0,6850.961555,472.879,0.000000686,0.004829999,Glebe,0
160,984,117,81,198,1,13959.85614,463.903,0.00000105,0.004697723,Glebe,0.01
161,989,1,2,3,1,24137.80452,687.523,0.00000252,0.006845902,Glebe,0
162,990,3,10,13,3,19063.12065,680.731,0.00000195,0.006637135,Glebe,0
163,987,2,17,19,2,34933.2677,1363.067,0.0000037,0.013610316,Glebe,0
164,992,87,22,109,6,31256.4318,758.236,0.00000349,0.007535858,Glebe,0
165,997,5,0,5,1,39477.5216,946.363,0.00000354,0.009459259,Glebe,0
166,996,0,0,0,0,0,502.002,0.000000754,0.00465626,Glebe,0
167,1001,43,6,49,11,95189.16195,818.065,0.00000377,0.008388408,Alexandria,0
168,1004,25,7,32,1,9534.010728,596.183,0.00000152,0.005664438,Alexandria,0
169,1002,10,7,17,3,32793.94533,642.301,0.00000219,0.006338202,Alexandria,0
170,1000,8,0,8,0,42050.5845,701.809,0.00000226,0.007086438,Alexandria,0
171,1003,0,0,0,0,13543.00019,1698.111,0.000000934,0.007341815,Alexandria,0
172,1145,1,4,5,1,9247.234702,783.555,0.00000262,0.008122181,Alexandria,0
173,1146,0,0,0,0,9703.800262,808.441,0.0000028,0.008409151,Alexandria,0
174,1147,0,0,0,0,6721.661419,621.905,0.00000199,0.005959182,Alexandria,0
175,37,0,0,0,0,27293.83774,233.113,0.000000323,0.002283011,"Sydney CBD",0
176,1,52,40,92,13,26985.17752,836.353,0.0000018,0.008292189,"Sydney CBD",0
177,19,294,260,554,36,18704.89033,400.19,0.000000766,0.004264213,"Sydney CBD",0.03
178,1083,59,36,95,11,8199.590325,398.741,0.000000867,0.004093703,Alexandria,0.01
179,1084,92,58,150,11,12097.21505,463.834,0.00000103,0.004681352,Alexandria,0.01
180,1081,11,2,13,4,10110.44287,455.38,0.00000101,0.00440035,Alexandria,0
181,1080,16,10,26,4,96494.8653,1027.665,0.00000552,0.010234924,Alexandria,0
182,1082,55,34,89,12,50139.94747,594.322,0.00000145,0.005528845,Alexandria,0
183,47,622,158,780,32,42871.4326,238.43,0.000000314,0.00220256,"Sydney CBD",0.02
184,56,2027,187,2214,2,29279.56221,357.493,0.000000587,0.003382841,"Sydney CBD",0.08
185,73,4411,507,4918,72,220503.2752,579.72,0.00000157,0.005491788,"Sydney CBD",0.02
186,82,44,192,236,6,16848.26435,894.837,0.0000023,0.007321635,"Sydney CBD",0.01
187,89,6895,1988,8883,154,283867.4535,634.424,0.000002,0.006036142,"Sydney CBD",0.03
188,115,323,148,471,68,154943.4537,566.093,0.00000149,0.005378266,"Sydney CBD",0
189,124,3197,481,3678,104,155007.1662,585.117,0.00000155,0.005531145,"Sydney CBD",0.02
190,128,908,61,969,3,57655.40154,367.44,0.000000571,0.003456813,"Sydney CBD",0.02
191,132,229,240,469,14,41007.30926,317.153,0.000000473,0.003142805,"Sydney CBD",0.01
192,142,62,93,155,11,27302.03296,239.672,0.000000346,0.002386908,"Sydney CBD",0.01
193,154,77,113,190,26,10895.67186,270.937,0.000000271,0.002559065,"Sydney CBD",0.02
194,155,44,5,49,5,24645.63448,274.328,0.000000276,0.002590414,"Sydney CBD",0
195,159,92,163,255,23,18647.71872,344.861,0.000000533,0.003357672,"Sydney CBD",0.01
196,167,110,58,168,14,20623.9738,407.703,0.000000674,0.003921748,"Sydney CBD",0.01
197,176,230,40,270,15,20439.13701,503.249,0.00000142,0.004918398,"Sydney CBD",0.01
198,174,23,8,31,9,46601.35022,468.489,0.00000118,0.004558526,"Sydney CBD",0
199,191,154,109,263,7,103118.5236,1088.246085,0.000002,0.009784088,"Sydney CBD",0
200,215,2030,1459,3489,33,300186.3946,845.409,0.00000372,0.008106208,"Sydney CBD",0.01
201,350,1122,72,1194,70,70153.04882,503.594,0.00000118,0.004808366,"Pott Point",0.02
202,420,46,24,70,11,6082.030119,368.876,0.000000723,0.003682115,"Darlinghurst and Surry Hill",0.01
203,425,0,0,0,0,4348.497807,283.877,0.000000337,0.00293737,"Darlinghurst and Surry Hill",0
204,419,2,14,16,1,8504.706442,355.532,0.000000711,0.003453757,"Darlinghurst and Surry Hill",0
205,404,40,43,83,15,15716.41381,312.201,0.000000628,0.003160842,"Darlinghurst and Surry Hill",0.01
206,426,0,0,0,0,2184.632146,208.235,0.000000181,0.002023761,"Darlinghurst and Surry Hill",0
207,423,1112,17,1129,6,49127.00873,372.055,0.000000828,0.003712042,"Darlinghurst and Surry Hill",0.02
208,453,18,39,57,10,8343.761006,229.891,0.000000238,0.002299983,"Darlinghurst and Surry Hill",0.01
209,451,115,34,149,24,8767.391829,318.617,0.000000607,0.003109812,"Darlinghurst and Surry Hill",0.02
210,407,496,419,915,21,124421.6322,1075.751,0.00000399,0.010661023,"Darlinghurst and Surry Hill",0.01
211,406,47,41,88,14,33754.66229,482.041,0.00000113,0.004612524,"Darlinghurst and Surry Hill",0
212,452,19,29,48,6,17416.05084,323.94,0.000000586,0.003120186,"Darlinghurst and Surry Hill",0
213,413,20,15,35,5,9434.350795,244.314,0.000000187,0.002170098,"Darlinghurst and Surry Hill",0
214,414,182,45,227,25,81157.64353,777.148,0.00000229,0.00783186,"Darlinghurst and Surry Hill",0
215,417,25,15,40,7,21920.25738,1034.266,0.00000203,0.010551324,"Darlinghurst and Surry Hill",0
216,416,425,27,452,62,40048.37752,629.707,0.00000153,0.006513921,"Darlinghurst and Surry Hill",0.01
217,415,282,18,300,10,37921.21683,558.531,0.00000144,0.005631512,"Darlinghurst and Surry Hill",0.01
218,428,83,62,145,27,10497.31426,362.284,0.00000036,0.003392774,"Darlinghurst and Surry Hill",0.01
219,429,43,9,52,10,61433.82706,494.6,0.000000771,0.005156021,"Darlinghurst and Surry Hill",0
220,427,16,22,38,3,18112.39935,512.095,0.0000013,0.00518955,"Darlinghurst and Surry Hill",0
221,479,172,71,243,13,8103.764536,357.847,0.000000796,0.003539685,"Darlinghurst and Surry Hill",0.03
222,478,165,25,190,18,71652.06145,642.275,0.0000024,0.006393586,"Darlinghurst and Surry Hill",0
223,477,112,23,135,37,32368.76591,514.455,0.00000155,0.005117501,"Darlinghurst and Surry Hill",0
224,522,71,64,135,10,38432.20712,344.736,0.000000374,0.003467022,"Darlinghurst and Surry Hill",0
225,524,1383,389,1772,147,76166.85662,617.51,0.00000148,0.006322162,"Darlinghurst and Surry Hill",0.02
226,612,0,0,0,0,6455.507791,332.071,0.000000631,0.003214455,"Redfern, Erskineville and Macdonaldtown",0
227,621,0,0,0,0,11464.02875,511.13,0.00000129,0.004869516,"Redfern, Erskineville and Macdonaldtown",0
228,613,0,0,0,0,12467.76158,398.642,0.000000861,0.003832505,"Redfern, Erskineville and Macdonaldtown",0
229,629,53,6,59,13,11823.43339,360.418,0.000000721,0.003686147,"Redfern, Erskineville and Macdonaldtown",0
230,630,110,20,130,17,10376.4904,364.087,0.000000718,0.003713982,"Redfern, Erskineville and Macdonaldtown",0.01
231,631,559,124,683,4,37626.68096,609.301,0.00000133,0.005717726,"Redfern, Erskineville and Macdonaldtown",0.02
232,647,130,44,174,35,9873.878342,372.01,0.000000758,0.003808391,"Redfern, Erskineville and Macdonaldtown",0.02
233,648,491,115,606,24,58462.03925,386.4,0.000000834,0.003780359,"Redfern, Erskineville and Macdonaldtown",0.01
234,649,107,43,150,32,14717.653,379.057,0.000000764,0.003870622,"Redfern, Erskineville and Macdonaldtown",0.01
235,652,135,89,224,52,45526.04228,900.044,0.00000187,0.008385768,"Redfern, Erskineville and Macdonaldtown",0
236,651,41,22,63,8,9326.770596,407.437,0.00000164,0.00617636,"Redfern, Erskineville and Macdonaldtown",0.01
237,650,95,42,137,5,19332.64229,845.404,0.00000137,0.005676475,"Redfern, Erskineville and Macdonaldtown",0.01
238,1095,1044,114,1158,159,103628.4074,1489.045,0.0000111,0.014958861,Alexandria,0.01
239,21,242,473,715,38,104981.8734,858.085,0.00000171,0.008034852,"Sydney CBD",0.01
240,2,76,20,96,5,15385.33125,722.53,0.00000259,0.007180386,"Sydney CBD",0.01
241,4,11,15,26,2,14195.81618,508.279,0.000000966,0.005320211,"Sydney CBD",0
242,5,1061,245,1306,26,68535.65043,666.005,0.00000136,0.006823567,"Sydney CBD",0.02
243,6,12,19,31,3,8948.286753,188.208,0.000000225,0.001868209,"Sydney CBD",0
244,7,0,0,0,0,6043.565046,478.926,0.000000763,0.004619772,"Sydney CBD",0
245,8,10,10,20,1,5235.57482,287.79,0.000000389,0.002804428,"Sydney CBD",0
246,9,106,118,224,11,26092.48196,659.719,0.00000142,0.00611648,"Sydney CBD",0.01
247,99,0,0,0,0,0,315.731,0.000000382,0.002924275,"Sydney CBD",0
248,3,0,0,0,0,0,220.443,0.000000125,0.002348329,"Sydney CBD",0
249,92,0,0,0,0,0,117.756,0.0000000733,0.001148612,"Sydney CBD",0
250,40,5155,184,5339,244,180932.829,566.209,0.00000145,0.005336857,"Sydney CBD",0.03
251,144,319,377,696,76,35182.81761,379.403,0.000000698,0.003852857,"Sydney CBD",0.02
252,323,36,53,89,16,21446.73615,517.361,0.000000728,0.004834096,"Pott Point",0
253,322,8,17,25,6,20011.74792,361.806,0.000000484,0.003435866,"Pott Point",0
254,321,233,129,362,55,14613.9708,236.224,0.00000031,0.002258552,"Pott Point",0.02
255,320,105,138,243,52,37755.49543,512.694,0.000000826,0.005129001,"Pott Point",0.01
256,398,180,300,480,46,71390.92908,791.847,0.00000281,0.007484007,"Moore Park",0.01
257,399,1,2,3,1,4772.137959,308.249,0.000000343,0.003200175,"Moore Park",0
258,400,5,5,10,2,14354.3943,705.681,0.00000102,0.007194923,"Darlinghurst and Surry Hill",0
259,403,125,299,424,52,25937.31583,535.591,0.000000982,0.005422498,"Darlinghurst and Surry Hill",0.02
260,443,0,0,0,0,10466.54548,353.244,0.000000779,0.003476927,"Darlinghurst and Surry Hill",0
261,442,143,52,195,10,30741.36711,695.454,0.00000219,0.006600844,"Darlinghurst and Surry Hill",0.01
262,441,59,35,94,16,7804.188022,262.383,0.000000391,0.002666972,"Darlinghurst and Surry Hill",0.01
263,440,63,24,87,15,58122.26716,588.914,0.00000128,0.005818596,"Darlinghurst and Surry Hill",0
264,1092,457,254,711,17,45781.70213,917.166,0.00000407,0.009250593,Alexandria,0.02
265,1091,9,10,19,5,43527.1968,557.138,0.00000179,0.005374017,Alexandria,0
266,1093,874,166,1040,58,70126.01723,1322.224,0.00000726,0.013013716,Alexandria,0.01
267,68,6805,591,7396,182,168554.6394,530.392,0.00000134,0.004628422,"Sydney CBD",0.04
268,13,0,0,0,0,4713.30801,296.995,0.000000296,0.002579614,"Sydney CBD",0
269,14,72,34,106,8,9299.266483,433.916,0.000000555,0.004144918,"Sydney CBD",0.01
270,17,44,42,86,7,11432.42355,516.503,0.00000116,0.004915348,"Sydney CBD",0.01
271,564,1482,334,1816,168,54478.04704,411.548,0.0000009,0.003976751,"Darlinghurst and Surry Hill",0.03
272,724,0,0,0,0,10849.19065,507.224,0.00000119,0.004843661,"Redfern, Erskineville and Macdonaldtown",0
273,725,0,0,0,0,3448.157977,261.577,0.000000419,0.002598301,"Redfern, Erskineville and Macdonaldtown",0
274,723,2,0,2,1,9480.248002,504.919,0.00000116,0.004821739,"Redfern, Erskineville and Macdonaldtown",0
275,722,0,0,0,0,10856.41106,488.858,0.00000144,0.004896821,"Redfern, Erskineville and Macdonaldtown",0
276,726,0,0,0,0,2909.888207,265.352,0.000000429,0.002633811,"Redfern, Erskineville and Macdonaldtown",0
277,734,0,0,0,0,7976.929025,416.545,0.000000996,0.004046014,"Redfern, Erskineville and Macdonaldtown",0
278,733,0,0,0,0,3779.863205,330.865,0.0000003,0.003092144,"Redfern, Erskineville and Macdonaldtown",0
279,735,0,0,0,0,5856.698562,380.415,0.000000826,0.003685195,"Redfern, Erskineville and Macdonaldtown",0
280,736,0,0,0,0,13929.00716,605.064,0.00000167,0.005744822,"Redfern, Erskineville and Macdonaldtown",0
281,737,1,2,3,0,10355.86509,568.541,0.00000135,0.005339289,"Redfern, Erskineville and Macdonaldtown",0
282,738,0,0,0,0,6025.433985,390.981,0.000000752,0.003710018,"Redfern, Erskineville and Macdonaldtown",0
283,32,552,139,691,16,68078.75221,400.914,0.000000853,0.003856309,"Sydney CBD",0.01
284,135,84,61,145,24,6635.087308,148.02,0.000000119,0.001492258,"Sydney CBD",0.02
285,744,0,0,0,0,6939.384171,346.548,0.0000005,0.003289867,"Redfern, Erskineville and Macdonaldtown",0
286,745,0,0,0,0,4189.999974,340.483,0.000000643,0.003289775,"Redfern, Erskineville and Macdonaldtown",0
287,742,0,0,0,0,4769.623421,334.776,0.000000656,0.003370205,"Redfern, Erskineville and Macdonaldtown",0
288,743,0,0,0,0,3183.173011,260.74,0.000000408,0.002557584,"Redfern, Erskineville and Macdonaldtown",0
289,746,9,1,10,1,9721.964823,411.508,0.00000096,0.004122502,"Redfern, Erskineville and Macdonaldtown",0
290,752,40,35,75,5,13265.30427,533.244,0.00000163,0.005207093,"Redfern, Erskineville and Macdonaldtown",0.01
291,751,0,0,0,0,4461.79381,341.018,0.000000629,0.003364062,"Redfern, Erskineville and Macdonaldtown",0
292,753,7,7,14,1,21301.99153,585.263,0.0000016,0.005628842,"Redfern, Erskineville and Macdonaldtown",0
293,754,4,4,8,1,23439.81849,639.643,0.00000203,0.006083607,"Redfern, Erskineville and Macdonaldtown",0
294,145,569,263,832,144,200739.3062,455.436,0.00000126,0.004474384,"Sydney CBD",0
295,456,163,68,231,33,17795.67082,440.016,0.00000101,0.004221302,"Darlinghurst and Surry Hill",0.01
296,470,57,45,102,19,35410.2416,354.906,0.000000696,0.00350357,"Darlinghurst and Surry Hill",0
297,474,88,92,180,9,18966.44127,552.143,0.00000154,0.005490094,"Darlinghurst and Surry Hill",0.01
298,473,85,91,176,30,17968.79882,473.664,0.00000102,0.004788975,"Darlinghurst and Surry Hill",0.01
299,472,39,19,58,21,14337.33276,346.581,0.000000491,0.003252685,"Darlinghurst and Surry Hill",0
300,482,164,28,192,8,6057.019987,179.516,0.000000185,0.001801988,"Darlinghurst and Surry Hill",0.03
301,481,49,0,49,3,15901.02332,198.412,0.000000242,0.001999421,"Darlinghurst and Surry Hill",0
302,480,703,0,703,2,38010.24681,662.796,0.00000228,0.006734516,"Darlinghurst and Surry Hill",0.02
303,1020,3,4,7,1,7466.371411,462.194,0.000000883,0.004592522,Alexandria,0
304,1021,0,0,0,0,3414.89906,332.592,0.000000477,0.003395561,Alexandria,0
305,1022,0,0,0,0,13948.71016,454.924,0.00000113,0.004375872,Alexandria,0
306,1023,2,0,2,1,10987.53254,437.282,0.00000103,0.004206752,Alexandria,0
307,1027,11,8,19,5,5639.977701,378.89,0.000000443,0.003676769,Alexandria,0
308,1024,17,3,20,4,18416.2382,828.809,0.00000146,0.008320037,Alexandria,0
309,1025,13,2,15,5,11840.36231,484.507,0.000001,0.005009283,Alexandria,0
310,1028,11,0,11,1,9727.446442,436.176,0.000000802,0.004219425,Alexandria,0
311,1026,0,0,0,0,7106.096989,326.473,0.000000583,0.003253725,Alexandria,0
312,23,253,54,307,34,68273.06356,247.487,0.000000246,0.002391048,"Sydney CBD",0
313,436,51,15,66,9,18363.47777,374.242,0.000000853,0.003703076,"Darlinghurst and Surry Hill",0
314,434,178,138,316,21,22872.66465,683.015,0.00000282,0.006837741,"Darlinghurst and Surry Hill",0.01
315,119,400,144,544,87,51525.45981,390.496,0.000000748,0.003693733,"Sydney CBD",0.01
316,500,10,24,34,4,10457.64838,400.798,0.00000068,0.003797237,"Darlinghurst and Surry Hill",0
317,780,62,138,200,12,17808.03907,293.823,0.000000303,0.002742693,"Redfern, Erskineville and Macdonaldtown",0.01
318,782,38,29,67,7,4405.391855,148.259,0.000000101,0.00153147,"Redfern, Erskineville and Macdonaldtown",0.02
319,783,230,28,258,4,23818.94844,277.198,0.000000337,0.002605509,"Redfern, Erskineville and Macdonaldtown",0.01
320,130,3280,239,3519,36,146229.7752,455.952,0.00000106,0.004364855,"Sydney CBD",0.02
321,501,5,3,8,3,3898.193652,269.924,0.000000287,0.002545686,"Darlinghurst and Surry Hill",0
322,225,32,46,78,2,11630.41113,987.104,0.00000216,0.010004928,"Sydney CBD",0.01
323,214,46,26,72,7,10228.78255,263.603,0.000000341,0.00255395,"Sydney CBD",0.01
324,240,3,3,6,1,35.72968962,1472.596,0.00000425,0.014533201,"Sydney CBD",0.17
325,223,248,227,475,29,24866.71913,1271.079,0.00000447,0.012699578,"Sydney CBD",0.02
326,1349,0,0,0,0,780.5845462,156.96,0.00000015,0.001556221,"Redfern, Erskineville and Macdonaldtown",0
327,1347,1,0,1,0,9134.305167,311.181,0.000000375,0.003034177,"Redfern, Erskineville and Macdonaldtown",0
328,1348,0,0,0,0,4188.549317,457.071,0.000000592,0.004476084,"Redfern, Erskineville and Macdonaldtown",0
329,1341,0,0,0,0,15137.63018,337.998,0.000000617,0.003486437,"Redfern, Erskineville and Macdonaldtown",0
330,1342,0,0,0,0,43254.75157,403.932,0.000000909,0.004141962,"Redfern, Erskineville and Macdonaldtown",0
331,1343,2,0,2,0,47602.89646,407.681,0.000000965,0.004103295,"Redfern, Erskineville and Macdonaldtown",0
332,1344,0,0,0,0,6168.013848,370.282,0.000000601,0.003191567,"Redfern, Erskineville and Macdonaldtown",0
333,1346,0,0,0,0,0,1019.439,0.00000277,0.010097723,"Redfern, Erskineville and Macdonaldtown",0
334,1350,0,0,0,0,42549.53235,597.303,0.000000722,0.005966657,"Redfern, Erskineville and Macdonaldtown",0
335,1324,3,4,7,2,19651.6671,203.416,0.000000238,0.001947161,"Redfern, Erskineville and Macdonaldtown",0
336,459,310,121,431,13,57892.58291,597.591,0.00000222,0.005902921,"Darlinghurst and Surry Hill",0.01
337,175,542,159,701,135,85998.83421,504.251,0.00000142,0.004930904,"Sydney CBD",0.01
338,1005,1,0,1,1,15135.34479,595.082,0.00000151,0.00565258,Alexandria,0
339,1006,18,13,31,2,16470.39202,971.898,0.00000524,0.009742451,Alexandria,0
340,1007,0,0,0,0,1224.214455,674.433,0.00000304,0.006679108,Alexandria,0
341,20,350,300,650,53,24914.10604,1950.561,0.0000034,0.018883294,"Sydney CBD",0.03
342,1211,1,0,1,0,29776.1896,384.104,0.0000007,0.003745113,Zetland,0
343,1210,1,0,1,0,38583.83961,366.679,0.000000785,0.003608001,Zetland,0
344,1215,0,0,0,0,0,335.003,0.000000497,0.003226676,Zetland,0
345,1216,2,4,6,1,36260.68221,396.365,0.000000779,0.003830981,Zetland,0
346,1218,13,4,17,1,94555.6723,580.996,0.00000207,0.005683481,Zetland,0
347,1222,1,0,1,0,16714.06229,259.541,0.000000407,0.002594168,Zetland,0
348,981,0,0,0,0,11879.52115,527.13,0.00000132,0.005130943,Glebe,0
349,985,0,0,0,0,2549.841378,215.883,0.000000224,0.002158141,Glebe,0
350,988,0,0,0,0,4387.205729,374.917,0.000000849,0.003654148,Glebe,0
351,972,0,0,0,0,7730.316909,426.028,0.00000102,0.004276005,Glebe,0
352,969,0,0,0,0,7755.914933,431.706,0.00000105,0.004328859,Glebe,0
353,970,0,0,0,0,6593.128368,400.796,0.000000915,0.004018152,Glebe,0
354,971,0,0,0,0,10887.96127,585.593,0.00000153,0.005928557,Glebe,0
355,31,3893,374,4267,28,161952.7915,412.705,0.000000799,0.003917792,"Sydney CBD",0.03
356,42,1317,516,1833,96,97169.36226,400.582,0.000000783,0.003902027,"Sydney CBD",0.02
357,354,201,66,267,23,45859.13703,519.03,0.00000156,0.005005212,"Pott Point",0.01
358,568,95,84,179,20,4134.63924,155.12,0.000000142,0.001542677,"Darlinghurst and Surry Hill",0.04
359,991,0,0,0,0,8962.091719,701.716,0.00000194,0.006853797,Glebe,0
360,44,2815,508,3323,152,122392.2127,448.855,0.000000829,0.004468852,"Sydney CBD",0.03
361,950,3,14,17,2,13464.20957,479.252,0.00000134,0.00473232,Glebe,0
362,846,0,0,0,0,4856.291464,359.569,0.000000674,0.003474375,Camperdown,0
363,847,0,0,0,0,3192.470779,359.569,0.000000301,0.002187974,Camperdown,0
364,848,0,0,0,0,2885.153509,219.692,0.000000294,0.002180917,Camperdown,0
365,851,0,2,2,1,3219.901619,208.882,0.000000267,0.002064706,Camperdown,0
366,853,0,0,0,0,2579.663448,330.67,0.000000304,0.002217018,Camperdown,0
367,852,0,0,0,0,2515.550528,359.569,0.000000268,0.002079986,Camperdown,0
368,855,0,0,0,0,3151.672995,359.569,0.000000344,0.002345235,Camperdown,0
369,854,0,0,0,0,5413.247575,330.67,0.000000578,0.00336673,Camperdown,0
370,856,2,0,2,1,3489.625401,218.546,0.000000302,0.002171986,Camperdown,0
371,1073,6,1,7,1,34572.61922,330.67,0.000000684,0.003337128,Alexandria,0
372,1074,3,0,3,1,12369.1908,313.803,0.000000551,0.003058332,Alexandria,0
373,1201,2,4,6,1,409.7350373,271.413,0.000000401,0.00274886,Zetland,0.01
374,1202,0,0,0,0,10339.27509,290.112,0.0000005,0.002921382,Zetland,0
375,1204,3,0,3,1,9759.56758,306.42,0.000000589,0.003071816,Zetland,0
376,1205,0,0,0,0,16867.98346,352.099,0.000000643,0.003446872,Zetland,0
377,1206,0,0,0,0,16125.16435,343.69,0.000000634,0.003340533,Zetland,0
378,1207,0,0,0,0,0,542.978,0.00000127,0.005303402,Zetland,0
379,1203,0,0,0,0,9197.839916,288.913,0.000000495,0.002910174,Zetland,0
380,1212,13,13,26,4,26870.39419,410.228,0.00000102,0.004049674,Zetland,0
381,186,213,8,221,4,15785.90168,343.059,0.00000071,0.003430224,"Sydney CBD",0.01
382,185,284,21,305,7,31585.63067,401.098,0.000000986,0.003973355,"Sydney CBD",0.01
383,303,43,44,87,13,30609.83494,418.599,0.000000809,0.00407716,"Pott Point",0
384,305,239,133,372,53,95833.7351,856.693,0.00000285,0.008346839,"Pott Point",0
