OBJECTID,BLOCKNUM,InternalFloorArea,FullTimeEmployees,PartTimeEmployees,TotalEmployees,Businesses,Shape__Area,Shape__Length
138,394,614.81450456,4,8,12,1,1.29373461277282e-05,0.0151526917139445
139,1201,582.41733546,3,1,4,1,4.01002125727246e-07,0.00274886101443864
140,1204,9932.03802086,3,0,3,1,5.89253431826364e-07,0.00307181637997713
141,975,9512.45418745,0,0,0,1,1.05789422377711e-06,0.00438128857952075
142,974,13071.4722457,5,7,12,1,1.15901775643579e-06,0.00451449782051033
143,973,9672.75755355,14,15,29,4,1.15201737571624e-06,0.00446880560660396
144,946,4706.93852212,37,3,40,4,4.28029125032481e-07,0.00266478957166552
145,945,6402.48287505,30,29,59,10,4.68573034595465e-07,0.00277113414569613
146,942,9428.98959104,170,32,202,5,7.91616002970841e-07,0.00445366105527597
147,908,5427.13944468,1,0,1,1,7.02325905876933e-07,0.00366831794281818
148,413,7244.90298235,11,39,50,7,1.86683791980613e-07,0.00217002116144049
149,302,52695.88807617,36,57,93,5,1.31548176796059e-06,0.00544491365659025
150,870,29877.52104833,273,315,588,8,4.62384559796192e-06,0.0127709848147885
151,398,73593.08064297,159,182,341,44,2.81206712315907e-06,0.0074840073487123
152,363,7491.5180391,40,8,48,12,2.52201471084845e-06,0.00749964732110147
153,1081,10435.47065806,9,1,10,4,1.01051591627765e-06,0.0044003477623634
154,1080,113781.62785453,113,10,123,30,5.51870061826776e-06,0.0102348659366069
155,1251,31882.43568105,9,25,34,4,1.41843338496983e-06,0.00518270739962536
156,1256,12628.89437277,3,2,5,2,1.8320424715057e-06,0.0060968106297028
157,1082,11147.56843109,87,16,103,6,1.56900568981655e-06,0.00578964481519045
158,1077,38542.44118236,70,13,83,5,9.64236278377939e-07,0.00417575312417726
159,1217,36566.59689432,15,0,15,4,7.70109181758016e-07,0.0035433336320133
160,1212,28160.38256035,14,0,14,4,1.01954083220335e-06,0.00404967502716801
161,1240,39642.39752769,27,10,37,6,1.7413181012671e-06,0.0054952818540495
162,1242,39088.64527397,5,0,5,1,2.54000678978628e-06,0.00726703156143102
163,1241,45772.45672914,23,25,48,10,1.43913939609774e-06,0.00527733155865805
164,1239,20438.844707,14,6,20,7,3.23942003888078e-07,0.00313336398964338
165,1236,1578.17654228,0,1,1,1,3.23597305396106e-07,0.00229302546739116
166,1237,18229.96013233,4,2,6,3,2.51479832513724e-07,0.00214512381317632
167,1324,20564.03898429,2,3,5,1,2.60050910583232e-07,0.00203134460896794
168,1321,30444.15449494,15,5,20,2,9.87532530416502e-07,0.00465197233164364
169,1322,103052.77871931,117,66,183,41,4.93322659167461e-07,0.00307610347145981
170,905,6240.03177981,33,1,34,2,1.06613333628047e-06,0.00506697372996563
171,538,9961.34880984,12,2,14,2,8.84091605257709e-07,0.00512099746490245
172,840,15983.50974403,16,27,43,7,4.95363110530889e-07,0.00376617572458493
173,841,10435.43444008,8,11,19,6,7.72271050664131e-07,0.00414010377529802
174,833,23019.15366119,121,49,170,8,1.40461679620785e-06,0.00625204014284116
175,132,36132.40590428,37,72,109,11,4.72713054477936e-07,0.00314280614085953
176,484,20542.62235338,733,20,753,36,4.53865141025744e-07,0.00306062456118075
177,487,6604.74485838,69,39,108,10,2.16225998883601e-07,0.00194666511057579
178,488,4499.50769551,32,0,32,4,1.35805294121383e-07,0.00161291897235039
179,489,12737.48714078,313,38,351,41,3.63315848517232e-07,0.00274543848104682
180,490,12471.31646885,149,7,156,12,2.74131252808729e-07,0.00239710434730553
181,485,8334.56410251,154,5,159,19,3.29466274706647e-07,0.00243621755743912
182,486,3365.09017681,24,0,24,1,1.01354089565575e-07,0.00143748627780621
183,483,10325.75249718,277,18,295,7,1.66727204486961e-07,0.00198219417393882
184,482,5865.08859665,164,28,192,6,1.84718828677433e-07,0.00180198810467806
185,521,20233.8545161,256,64,320,7,2.92134700430324e-07,0.00240437988365453
186,522,40111.90402908,71,64,135,10,3.74306182493456e-07,0.00346702134692956
187,494,14988.39068169,69,31,100,12,5.91724983678432e-07,0.00319372970788107
188,495,9396.84591272,172,0,172,4,4.52511812909506e-07,0.0026813552179783
189,496,19559.93879825,270,11,281,23,1.09304710349534e-06,0.00451207488057158
190,479,9248.79847465,221,124,345,21,7.96003405412193e-07,0.00353968589266767
191,493,16709.26929816,75,19,94,22,1.07113464764552e-06,0.00425971142774618
192,492,24745.73793287,289,23,312,21,6.09664311923552e-07,0.00312846717715337
193,470,35337.42085625,86,31,117,21,6.95784365234431e-07,0.00350356999955921
194,471,35231.547869,101,124,225,59,1.43280794873135e-06,0.00515791541709781
195,453,8456.26390212,163,22,185,33,2.37643689615652e-07,0.00229973501364387
196,454,57172.93849324,79,68,147,25,9.43877694226103e-07,0.00470314666852982
197,451,9277.89277968,243,46,289,29,6.06890353083145e-07,0.00310981072187756
198,445,18294.13147209,19,14,33,13,1.00795477919746e-06,0.00427590532001551
199,444,23166.68952608,68,6,74,6,5.46656792721478e-07,0.00347499457990249
200,446,22299.82132196,74,19,93,26,6.23115283815423e-07,0.00317213291343732
201,597,8533.85873528,61,76,137,26,1.35640220833011e-06,0.00508470284635146
202,544,20438.78606747,18,13,31,7,1.38990981213283e-06,0.00561554558869802
203,545,26647.65136267,184,76,260,52,1.69506847669254e-06,0.00630723547922777
204,586,20828.42532552,106,74,180,26,1.05954632090288e-06,0.00435803434407336
205,584,9756.8050127,1,0,1,1,7.56004283175571e-07,0.0035861428526384
206,551,5813.09928524,44,50,94,11,3.35942331730621e-07,0.00287952116056663
207,552,5580.0237084,15,21,36,3,6.4413598011015e-07,0.00338995872259653
208,553,56689.21917598,2,2,4,2,3.6892456591886e-06,0.00842470364293538
209,550,9861.48760455,62,62,124,14,1.07846926766797e-06,0.00418431173804791
210,554,6700.07582253,123,15,138,9,4.60293449577875e-07,0.0027137179431005
211,555,23752.94085638,77,63,140,13,7.6878222898813e-07,0.0036693039593565
212,556,19763.29357992,579,176,755,6,7.68571226217318e-07,0.00432432582252891
213,566,4303.23274847,52,22,74,8,2.66297320195008e-07,0.00245761750005003
214,557,3764.83731723,3,3,6,2,3.76766820409102e-07,0.00266070249625029
215,565,27394.88108767,647,118,765,67,3.90196873922832e-07,0.00261366636382413
216,564,57173.26905584,1482,334,1816,169,8.99777660379186e-07,0.00397675074554415
217,567,26119.60352696,315,52,367,41,7.7464574133046e-07,0.00365412993982724
218,571,10045.20677157,74,20,94,9,4.57184341939865e-07,0.00291679731185508
219,576,7772.97409783,0,16,16,3,2.51838173426222e-07,0.00224363090641728
220,574,19259.84737056,105,33,138,19,6.07067704549991e-07,0.003528344294109
221,570,22244.31229532,387,54,441,59,5.60206899535842e-07,0.00301169742213264
222,569,18477.49322381,460,12,472,20,4.21577169618104e-07,0.0026371352525458
223,563,6993.50677015,123,53,176,22,2.73934347205795e-07,0.0026239934580698
224,562,10205.26087861,155,22,177,10,2.13766725210007e-07,0.00202793590507555
225,561,22128.6614647,60,16,76,26,4.14698661188595e-07,0.00343650651125613
226,579,8240.66380685,19,56,75,14,6.63909304421395e-07,0.00352231239798516
227,581,5486.3555938,1,2,3,2,5.03847786603728e-07,0.00292705093891629
228,583,3783.24470825,10,5,15,2,3.37615347234532e-07,0.00234389811908404
229,1052,13150.54764555,18,6,24,5,9.15014879865339e-07,0.00422372401517801
230,1055,60112.87413789,17,5,22,6,1.48206572703202e-06,0.00487528045419183
231,1044,64537.21382274,6,9,15,3,1.72081581695238e-06,0.00538953204782961
232,1072,16496.28322492,100,21,121,3,8.02710928837769e-07,0.00399744863335222
233,1087,19427.75155977,269,20,289,12,1.80563574758708e-06,0.00593734668427222
234,1088,58812.29209148,148,27,175,24,3.58076613338199e-06,0.00811566649762591
235,1086,14387.10750196,30,17,47,7,1.21305993161513e-06,0.00511588078000577
236,1098,32191.43109014,73,4,77,9,3.58918941856246e-06,0.00880488201656851
237,1100,13696.91281007,22,3,25,5,1.2559298738779e-06,0.00497399759137517
238,1101,15160.84352239,123,21,144,28,1.44150590131176e-06,0.00544732353301544
239,1107,15430.81830965,0,2,2,1,1.21107859740732e-06,0.00477915065068508
240,1002,22860.37411343,10,7,17,6,2.20374931814149e-06,0.00635097786306829
241,723,9384.17986633,0,0,0,1,1.16204000732978e-06,0.00482173957776806
242,734,7907.78580186,1,0,1,1,9.958675946109e-07,0.00404601453242841
243,715,9556.96664905,19,7,26,5,1.06175230030203e-06,0.004511260516754
244,716,8978.39570047,5,5,10,1,1.15162492875243e-06,0.0046996396328481
245,826,16292.53380322,187,132,319,7,7.96436779637588e-07,0.00399055791645369
246,861,5377.99154114,43,28,71,15,5.00122041557916e-07,0.00297862411390817
247,860,19902.31837409,92,48,140,25,1.35147320179385e-06,0.00602823373801272
248,827,45407.95260069,260,75,335,10,2.84384259430226e-06,0.00870598478149589
249,859,7154.57816697,2,2,4,1,5.87084286962636e-07,0.00357141931717395
250,829,32435.47601146,28,27,55,15,1.90027230928536e-06,0.00712911243728086
251,837,28850.06398176,9,4,13,1,6.14431883150246e-07,0.00408132364503985
252,834,28220.35080782,11,16,27,6,1.07946470961906e-06,0.0057904279957096
253,843,15445.60820807,47,16,63,7,5.06847300130175e-07,0.00406332176509066
254,917,42440.65585958,201,14,215,18,1.53697919813567e-06,0.00766305768855579
255,918,12508.37707071,5,2,7,1,1.34902575155138e-06,0.00495038990691525
256,919,9674.01460774,70,35,105,15,8.41271685203537e-07,0.00388980517516505
257,920,15032.31270819,17,20,37,8,1.17270565169747e-06,0.00475368932583029
258,990,19385.76241887,4,12,16,3,1.94937911146553e-06,0.00663713448410835
259,938,3246.77511651,48,0,48,5,2.72445504378993e-07,0.00207899799335893
260,940,9303.09063711,3,0,3,1,6.97795258020051e-07,0.00345432660547953
261,935,10733.39036293,18,0,18,2,6.44499323243508e-07,0.0033594072294382
262,932,10770.19510846,67,0,67,4,7.65290224080672e-07,0.0041280858822762
263,937,8461.20152365,29,16,45,6,1.00713850770262e-06,0.00472517000318078
264,217,18742.26568585,254,151,405,29,1.14130989459227e-06,0.00452259643561169
265,220,8603.02096155,181,61,242,20,4.65113771497272e-07,0.00415230955272168
266,218,13362.98600213,94,0,94,2,9.43387931329198e-07,0.00488504029108074
267,209,54752.50029123,36,23,59,5,9.77976469584974e-07,0.00453520729852625
268,207,74315.93877835,27,13,40,9,1.58692728291499e-06,0.00553746391875947
269,213,5034.51921383,87,12,99,8,2.53361122304341e-07,0.00239486826820898
270,212,83216.14217599,2474,263,2737,40,1.55122143041808e-06,0.00500915595052096
271,231,34468.67374851,39,18,57,10,1.26586974147358e-06,0.00502842697288493
272,414,77997.20360037,83,38,121,21,2.28548651648453e-06,0.00783186111292314
273,961,7139.49798816,2,18,20,1,4.73844920634292e-07,0.00320294102368519
274,901,92245.53298005,500,557,1057,176,2.21869140659692e-06,0.00712211726580083
275,904,16995.97926233,31,12,43,6,1.13136002255487e-06,0.00544290585082079
276,184,78692.75437983,1023,177,1200,54,1.53828932525357e-06,0.00498147562063965
277,823,14400.20666113,60,26,86,8,3.65127561963163e-07,0.00283603082460723
278,811,10716.64970059,114,56,170,14,4.63436208519852e-07,0.00311596864279227
279,822,9985.95911171,29,34,63,4,8.509737199347e-07,0.00393434774815462
280,816,2009.56728588,51,9,60,5,1.86458237294573e-07,0.00221259873924845
281,806,13978.5509031,16,3,19,3,5.11854977958137e-07,0.0030279222789681
282,807,7895.42134995,14,0,14,6,3.41774921253091e-07,0.00244720377990101
283,809,12655.97676286,50,23,73,10,4.240891939844e-07,0.00303325971688279
284,796,6117.15229502,10,12,22,2,3.92817582905991e-07,0.0030402306613155
285,795,8052.14780306,45,4,49,3,3.23071617458481e-07,0.0027801922586759
286,801,11724.30604815,209,36,245,11,4.1037674236577e-07,0.00302222584621368
287,799,4803.5376634,10,3,13,4,3.84470240533119e-07,0.00302496503394505
288,797,16933.83333675,84,4,88,4,6.17998921370599e-07,0.00354022043798748
289,670,5227.80006822,186,33,219,13,3.67861503036693e-07,0.003358280276246
290,818,3106.3466681,3,2,5,1,2.83539066003868e-07,0.00276633909208952
291,798,8514.8107067,5,2,7,3,5.07312961417483e-07,0.00300406358201015
292,674,9901.53975832,6,5,11,1,8.34043930808548e-07,0.00516866726252229
293,810,10197.82241466,89,37,126,10,1.16732189781033e-06,0.00433429693216168
294,1323,14508.0011573,33,26,59,6,2.66806637228001e-07,0.00319397036664452
295,176,21281.3564785,142,29,171,12,1.41784175866633e-06,0.0049183987479789
296,174,48336.29629445,26,0,26,13,1.18283014671761e-06,0.00455852673400329
297,195,11801.99474891,56,13,69,7,1.26068471217877e-06,0.00471005547564704
298,226,265518.11832186,1323,39,1362,22,6.694880539726e-06,0.0112936282610603
299,237,41894.95637965,197,73,270,31,1.31108026835136e-06,0.00526104636754748
300,165,146828.46460996,2042,726,2768,19,2.33908485824941e-06,0.00713428312522382
301,164,142623.11425586,431,228,659,39,1.64423227033694e-06,0.00578512449953813
302,153,61194.44265666,849,121,970,68,1.09670554593322e-06,0.00468620395164453
303,158,37262.64314356,2000,150,2150,3,2.69059000856942e-07,0.00261843869375337
304,144,36338.70428257,426,153,579,72,6.97711129760137e-07,0.00385285696574536
305,147,40749.12079742,1757,28,1785,24,6.09885319136083e-07,0.00341713587443792
306,145,215408.94017735,823,161,984,160,1.26201712191687e-06,0.00447438457964553
307,142,29643.79498041,74,26,100,15,3.45916305377614e-07,0.00238690821276769
308,140,138812.01449651,2216,175,2391,81,1.12383850137121e-06,0.00515825313249528
309,127,141058.10038687,2832,395,3227,189,1.11462213681079e-06,0.00431174445041595
310,128,61697.0918299,878,61,939,3,5.71362761547789e-07,0.00345681146781987
311,129,94747.78428598,231,62,293,38,8.26105406304123e-07,0.00391419595733498
312,130,157205.80325993,3011,210,3221,30,1.05887556856032e-06,0.00436485431386121
313,131,62381.51059085,191,40,231,25,4.76992227049777e-07,0.00315249231102479
314,125,119185.24363898,2664,209,2873,54,9.10136350285029e-07,0.0049395567569349
315,124,176784.26453113,4025,292,4317,164,1.55350517161423e-06,0.00553114384943805
316,123,31624.99617409,447,70,517,93,1.10020982901915e-06,0.00431246387121799
317,122,53896.99045722,42,46,88,16,3.39776306645945e-07,0.0029128030659036
318,121,86953.77802534,1975,18,1993,60,7.35984031052794e-07,0.00350035191246861
319,116,230002.43081471,1197,335,1532,174,1.65051824296825e-06,0.00557085430679307
320,115,163560.57905104,327,37,364,73,1.4919564819138e-06,0.00537826658762239
321,114,112881.6768971,420,31,451,53,9.34918261918938e-07,0.00473030357783324
322,119,54184.32322702,586,370,956,135,7.47656031307997e-07,0.00369373269020016
323,120,127462.99009259,614,264,878,239,1.37377446662867e-06,0.0047457931402558
324,139,32336.78013785,323,212,535,102,8.37696006783517e-07,0.00437771876748195
325,138,13208.46159977,410,189,599,125,3.69017016055295e-07,0.00237200489565738
326,137,37144.28157121,709,381,1090,161,5.62824425287545e-07,0.00311428973900226
327,135,7920.41737744,136,55,191,41,1.18782281788299e-07,0.00149220884073628
328,136,35115.16028684,249,221,470,37,7.07404979038984e-07,0.00372321839847436
329,133,12737.7863113,81,20,101,2,2.58289219345897e-07,0.00267012888501859
330,166,26986.35075577,405,5,410,7,5.83991095481906e-07,0.00308560759373217
331,178,26433.45841855,42,6,48,9,1.27802286442602e-06,0.00471344408370721
332,98,97313.06939291,2442,212,2654,105,5.29177668795455e-07,0.00317882144731104
333,97,122505.31387824,1502,321,1823,143,9.5443328973488e-07,0.00391806212789389
334,96,129788.52341484,2258,414,2672,176,9.81551238510292e-07,0.00394809373061518
335,91,162778.32007298,1950,482,2432,256,1.12191219159286e-06,0.00558733589304825
336,90,262508.29884252,8041,963,9004,328,2.10265079658711e-06,0.00632303417970945
337,89,311129.64830437,9773,697,10470,200,2.00320573640056e-06,0.00603603416990629
338,87,88095.78220511,2927,213,3140,225,9.72832822299097e-07,0.00454678256331274
339,86,70896.64268825,699,177,876,79,7.48096226743655e-07,0.00418765177458794
340,85,130862.47000074,2429,206,2635,98,1.29579802887747e-06,0.00484009135496599
341,80,92923.77778767,1665,561,2226,155,7.15117948857369e-07,0.00377030652075884
342,94,68533.04396987,1013,217,1230,72,8.95470748218941e-07,0.00377759442812909
343,93,30458.67730152,147,89,236,11,4.9925756684388e-07,0.00305001222993892
344,74,69293.10257057,1552,415,1967,184,9.37012828217121e-07,0.00499188236061051
345,384,4352.22736619,16,2,18,6,6.53926690574735e-07,0.00361104606657599
346,383,15928.03069287,67,13,80,15,1.41312921186909e-06,0.00505668985776991
347,382,22425.45131203,4,0,4,1,1.36143717099912e-06,0.00859666425362275
348,372,4365.35860592,4,0,4,2,4.48284026788315e-07,0.0039879576051569
349,373,25832.71898796,206,16,222,17,1.67672169482103e-06,0.00635386647292414
350,385,31173.5648943,9,1,10,1,2.70069313046406e-06,0.00792105829659064
351,505,7801.4311673,8,12,20,2,4.76293735118816e-07,0.00334078033635055
352,504,7978.56582541,2,6,8,1,6.40110556560103e-07,0.00386372594333796
