OBJECTID,BLOCKNUM,InternalFloorArea,FullTimeEmployees,PartTimeEmployees,TotalEmployees,Businesses,Shape__Area,Shape__Length
353,503,19501.51905029,17,9,26,6,1.32080867842888e-06,0.00473477814883085
354,500,10647.56141169,9,16,25,3,6.80314769851975e-07,0.00379723673434147
355,573,22645.50079687,57,16,73,14,6.41152837488335e-07,0.00318662802087773
356,838,14043.12291742,18,18,36,7,8.10951405583182e-07,0.00391807578127216
357,836,17985.79490092,44,12,56,3,8.47561295813648e-07,0.00476127598554955
358,844,112412.09017111,199,80,279,10,4.28672865382396e-06,0.00927074180683526
359,952,29530.56279225,351,64,415,12,2.16381067730254e-06,0.0060490711046455
360,912,7470.76400721,33,23,56,9,9.71099780144868e-07,0.00410489738838962
361,902,80962.00184864,132,75,207,30,1.07204732557875e-06,0.00585293659037365
362,903,28909.81733525,50,29,79,6,1.84195960173383e-06,0.00618739947316477
363,185,33095.72758392,474,43,517,9,9.85947735898662e-07,0.00397335595703376
364,188,20014.16071838,190,0,190,5,1.93481719179545e-06,0.00550772044313464
365,175,88990.45989094,665,99,764,185,1.42419048643205e-06,0.00493090393226807
366,192,60356.95702601,52,18,70,18,1.42485259857494e-06,0.00491606530524277
367,172,16448.20667519,63,43,106,13,1.26592522065039e-06,0.00469116404077097
368,170,49950.13081289,65,8,73,2,1.16272576633492e-06,0.0045118642703115
369,206,112095.20030725,440,1,441,35,1.23369682114571e-06,0.00466752494103643
370,193,26294.87953651,13,6,19,9,1.20802951641963e-06,0.00486322484740937
371,171,7825.49772888,33,5,38,6,5.16991804033751e-07,0.00349127175674982
372,151,15523.35025875,164,65,229,54,2.07238826988032e-07,0.00191069491916389
373,150,5500.62390722,28,15,43,10,1.54535428009694e-07,0.00216881684636427
374,163,70785.49174522,928,155,1083,25,5.45749117009109e-07,0.00304640982909826
375,1,26894.51858407,46,33,79,13,1.80413189809769e-06,0.00828757547455248
376,2,15642.81519541,167,18,185,7,2.57835517913918e-06,0.00715971349268137
377,4,14087.10546427,7,5,12,2,9.66444531513844e-07,0.00532091685043186
378,5,72385.35198327,1200,161,1361,29,1.38024051921093e-06,0.00687002680893016
379,6,10332.95756407,291,25,316,7,2.250999386888e-07,0.00186820986709807
380,7,7224.09204416,10,10,20,1,7.63698153605219e-07,0.00462474947692875
381,8,4242.99562524,131,0,131,1,3.87896307074698e-07,0.0027863452039789
382,9,26707.18038261,99,45,144,13,1.43516263051424e-06,0.00614014349108021
383,10,52682.14443673,96,46,142,23,6.07179572398309e-06,0.0115484132320643
384,11,272419.72172617,5888,558,6446,141,2.32566981139826e-06,0.00886572766443429
385,12,20495.08708627,458,129,587,25,2.65599692284013e-06,0.0106114188720468
386,152,16202.00776011,237,127,364,45,3.21230800182093e-07,0.00231307155259359
387,214,10727.37959299,73,23,96,11,3.41493432642892e-07,0.00255394865250152
388,219,28300.59613019,481,173,654,82,1.32767445393256e-06,0.00587948299183948
389,215,318741.76882701,2444,1820,4264,47,3.72434396922472e-06,0.00810620675304521
390,230,33008.09453056,49,82,131,16,2.00963449970004e-06,0.00589857655096478
391,501,3936.32034364,4,6,10,3,2.8731028578477e-07,0.00254568644544443
392,502,22083.02440246,168,24,192,8,8.26660652819555e-07,0.00362488241142466
393,507,21138.38108702,70,32,102,10,9.43911800277419e-07,0.00487486519802342
394,508,21256.54758358,124,72,196,12,9.22435447137104e-07,0.00403347373508454
395,509,8861.5589929,180,19,199,32,7.10183030605549e-07,0.00367449207239151
396,510,19159.78266245,130,15,145,17,1.42316594065051e-06,0.00491378362767951
397,511,5623.93033599,73,42,115,12,4.26280621468322e-07,0.00320144566118693
398,512,28165.68111224,138,71,209,11,6.04877641308121e-07,0.00330087345490141
399,513,12247.43550831,52,33,85,6,7.87243607192067e-07,0.00359636377950959
400,514,22368.13216246,203,41,244,33,8.39183485368267e-07,0.00370970417132355
401,515,21833.27283264,37,54,91,9,8.44356691231951e-07,0.00518029768660012
402,516,19321.11252429,215,65,280,31,8.30500539450441e-07,0.00412846813423381
403,517,21414.08972768,358,102,460,35,8.45845534058753e-07,0.0041272769235964
404,518,31108.71416,642,377,1019,66,8.71958945936058e-07,0.00422248343481679
405,523,76532.99819024,3293,548,3841,47,1.28553710965207e-06,0.00467478768983328
406,524,72481.49964132,1383,389,1772,147,1.47840000863653e-06,0.00632216329739688
407,525,11307.24997689,128,25,153,30,5.33130787516711e-07,0.00328713306146643
408,526,13113.72039992,83,59,142,19,1.03127786132973e-06,0.00408129949763924
409,527,2909.87652769,56,6,62,1,5.46846877114149e-07,0.00302898451106716
410,528,11294.09454717,165,47,212,23,8.85653207660653e-07,0.00459469695754749
411,529,14185.59341377,330,48,378,39,5.0089374781237e-07,0.00281558149212645
412,530,55837.17494267,824,127,951,71,1.53683822645689e-06,0.00502790459192671
413,532,8615.97392576,160,51,211,12,4.90606453240616e-07,0.00290129873249448
414,534,13943.62076819,63,22,85,6,1.08550739241764e-06,0.00491026870708045
415,537,14011.19180918,177,36,213,8,1.10697283162153e-06,0.00474239140382887
416,540,11939.37942402,53,1,54,1,2.03481067728717e-06,0.00598864421686455
417,541,5439.12756555,22,1,23,1,6.99733391229529e-07,0.00468909155658931
418,542,13121.86858064,14,14,28,4,9.43935447139665e-07,0.00498393608183944
419,546,17089.12733129,250,32,282,14,1.3767639757134e-06,0.00495567435682265
420,547,15121.35491056,31,7,38,5,7.25062363926554e-07,0.00433263063076421
421,548,8796.69344801,32,10,42,3,6.16616034676554e-07,0.00415571012813582
422,558,36001.61999677,483,4,487,1,5.83094333705958e-07,0.00314316636330716
423,560,6715.92490338,35,35,70,9,1.8925720723928e-07,0.00178191464859828
424,568,4358.84025127,95,84,179,20,1.40504198498093e-07,0.00152892899302345
425,572,23983.97228547,177,32,209,5,6.53699771646643e-07,0.00325893420444774
426,575,21137.35421089,178,79,257,26,6.80487119097961e-07,0.00332308784221223
427,587,14594.33655167,47,46,93,22,1.24035113913124e-06,0.00701700288668154
428,590,129605.47403097,32,14,46,10,4.65528592030751e-06,0.00848360871843123
429,591,8600.01100957,7,1,8,1,6.67269432597095e-07,0.00346033813318888
430,596,28263.20600706,167,51,218,28,2.83454801319749e-06,0.0067583139209528
431,605,9879.78350114,13,2,15,3,1.05920162241091e-06,0.00419021283563429
432,14,10076.2204878,78,34,112,8,5.49255673831794e-07,0.00406091274451381
433,15,17914.27640392,178,62,240,47,8.2360065789544e-07,0.00371585148866504
434,16,32904.4815294,826,45,871,34,1.38868290378014e-06,0.0056532430767737
435,17,13737.78531482,40,40,80,7,1.15901048047817e-06,0.00487060380473911
436,18,35215.22716457,307,78,385,34,8.65707079356071e-07,0.00485466810255061
437,19,19016.01535852,101,67,168,42,7.47542344470276e-07,0.0038243517604409
438,20,29682.99491102,249,111,360,52,3.40270662491093e-06,0.0188832904313034
439,79,66264.14616765,205,343,548,6,3.73491093341727e-06,0.0106832825621911
440,21,128436.10630629,264,180,444,37,1.71487636180245e-06,0.00811818353514288
441,22,61959.26284652,373,149,522,6,4.47862930741394e-07,0.0029292474883908
442,23,72412.33473002,260,56,316,37,2.4600967662991e-07,0.00239105035571592
443,24,44225.15544864,120,11,131,10,5.89484898227965e-07,0.00383411024003281
444,26,142977.86470761,5450,76,5526,76,7.57429006625898e-07,0.00382207642363776
445,27,71674.83820417,690,221,911,50,1.00189390650485e-06,0.00461922147538073
446,28,229854.61317224,6461,181,6642,221,2.25692656385945e-06,0.00600223414594644
447,29,187515.60699594,4232,414,4646,193,1.95773418454337e-06,0.00571111343155138
448,30,52699.02477993,628,329,957,91,7.30393821868347e-07,0.00401393380844179
449,31,131444.70891202,4006,283,4289,48,7.98865130491322e-07,0.00391779293295445
450,32,73316.39624803,644,131,775,15,8.52587163535645e-07,0.00385630850799363
451,33,25599.01127804,944,145,1089,40,3.88532498618588e-07,0.00245665077036136
452,34,146654.08408457,4072,91,4163,72,1.39398480314412e-06,0.00503357607849491
453,35,117294.54331855,2375,364,2739,61,9.63542788667837e-07,0.0040241296928812
454,36,50844.16784554,1940,314,2254,225,3.49519723386038e-07,0.00258040636441017
455,37,15507.86618185,260,108,368,1,3.23494077747455e-07,0.00228301043556016
456,38,16970.1716795,703,6,709,3,2.69013071374502e-07,0.00205753528721915
457,39,157096.7496209,5616,368,5984,103,7.23626271792455e-07,0.00352279150406656
458,40,194993.29784612,5097,145,5242,248,1.44911791721825e-06,0.00533666303632839
459,41,142587.95249623,4396,348,4744,109,9.21403625397943e-07,0.00390225866276032
460,42,99016.08354391,1949,449,2398,87,7.82932602305664e-07,0.00390154155715934
461,43,147987.84488355,5003,276,5279,298,1.10396968011628e-06,0.00491479835154093
462,44,132561.21942226,2697,364,3061,158,8.29000782687217e-07,0.00446775881509052
463,45,116668.91724092,4496,469,4965,134,9.09397385839839e-07,0.00386864588068775
464,46,143927.7258025,3767,402,4169,156,9.54788447415922e-07,0.00439602377187761
465,47,46291.92825241,390,33,423,25,3.11039457301376e-07,0.00232062522029774
466,48,93941.56039251,3028,189,3217,92,7.14468114892952e-07,0.00485838466072107
467,49,143041.56727126,4650,146,4796,25,1.10125620267354e-06,0.00539328581572968
468,50,83119.29425282,2102,341,2443,51,6.65231254970422e-07,0.00375005255894797
469,606,16199.80789881,124,0,124,24,1.31274646264501e-06,0.00559012721343587
470,608,11718.28752822,147,5,152,11,8.10713618193404e-06,0.0134948990864295
471,781,68582.43218774,2478,35,2513,31,1.62079095389345e-06,0.00567440921783957
472,609,9382.62070199,56,16,72,9,1.71508418134181e-07,0.00232008477044272
473,610,19998.45065274,392,136,528,11,2.89453510049498e-07,0.00362860305216158
474,611,5556.23463661,30,21,51,8,4.11545897804899e-07,0.00348848800514142
475,614,49581.01438576,4,8,12,4,1.97880899577285e-06,0.00685966400389488
476,625,3231.14623231,12,8,20,2,4.5287547436601e-06,0.00875397981176356
477,626,44595.05818218,532,104,636,72,2.27053669732413e-06,0.00780877923126789
478,631,38802.12143196,559,124,683,4,1.32513332573581e-06,0.00571772653614743
479,632,18070.82711975,16,11,27,2,1.48401704791468e-06,0.00584282632052864
480,633,9975.08750631,5,0,5,1,9.19015747058438e-07,0.00386341635972512
481,638,16889.71329157,330,29,359,10,8.43722773424815e-07,0.0041623707292947
482,640,16498.06232516,4,1,5,2,1.46978618431604e-06,0.00546769690745038
483,641,22897.22088552,40,8,48,8,1.45172316479147e-06,0.00549480703528243
484,644,25738.16740028,372,71,443,24,1.16063620225759e-06,0.00503015376592753
485,645,32496.9515131,48,7,55,6,9.51334186538588e-07,0.00464785926733217
486,647,10198.47945471,130,44,174,35,7.55915607442148e-07,0.00380020456123818
487,648,61832.60770363,491,115,606,24,8.39660515339347e-07,0.00378567527329526
488,649,15496.45718714,113,43,156,32,7.63564912631409e-07,0.00387062240568806
489,652,47666.52066479,135,89,224,52,1.87234854820417e-06,0.00838576785937108
490,656,19986.25433189,117,72,189,30,1.33356888909475e-06,0.00526371961160309
491,657,20436.06267135,204,47,251,23,7.46548721508589e-07,0.0034179616090381
492,659,33855.25051694,8,4,12,4,1.16273395178723e-06,0.00502725166097375
493,661,20996.82123751,23,9,32,14,7.96505446487572e-07,0.00372505198212122
494,662,7906.75155011,67,22,89,5,5.73645138501888e-07,0.00308062960944099
495,666,3636.18245179,15,0,15,1,2.16863554669544e-07,0.0025467279597748
496,665,63098.26496522,69,12,81,15,1.08391704998212e-05,0.0214034636040955
497,675,13843.11838206,23,16,39,3,1.19314972835127e-06,0.00530499484940548
498,678,5466.80524674,9,2,11,2,4.88026671519037e-07,0.00310942508861397
499,679,10702.42936556,41,48,89,7,6.98611529514892e-07,0.00462292298272431
500,682,11944.72365836,0,2,2,1,9.9234375738888e-07,0.00463907872097696
501,686,13660.94202006,26,2,28,9,1.3096364455123e-06,0.0055331981941399
502,688,70476.2328303,341,230,571,5,3.51835888068308e-06,0.00785427204841906
503,690,11511.06830176,26,20,46,10,1.01775731309317e-06,0.00520138048331437
504,691,42686.04566972,54,27,81,15,2.59856960838079e-06,0.00801714566584213
505,692,7598.19635458,0,3,3,2,6.39055087958695e-07,0.0032239969593343
506,698,17844.95679431,31,63,94,19,1.25927226690692e-06,0.00487287308688034
507,699,22527.24038882,169,148,317,50,1.67142843565671e-06,0.00647542968224624
508,700,6362.13662564,41,38,79,13,1.98787347471807e-07,0.00209836058375755
509,703,5722.77091917,2,1,3,1,5.23121343576349e-07,0.00291799491112217
510,705,8529.8982879,2,0,2,1,9.56041276367614e-07,0.00395719922324744
511,707,15705.046494,9,2,11,2,1.2369487194519e-06,0.00453363962963547
512,708,14468.0909161,4,0,4,1,1.52089342009276e-06,0.00587121493059793
513,712,3575.46776502,0,1,1,1,4.08510913985083e-07,0.00318062136018972
514,713,11546.24077064,7,18,25,3,1.36414882945246e-06,0.00545541579634663
515,717,18609.33398794,156,123,279,46,8.01345777290408e-07,0.00443793754532694
516,719,13743.90424861,9,26,35,1,6.69871496938867e-07,0.00334575165174498
517,721,32951.10689517,168,101,269,38,4.72831970910192e-06,0.0104298691242668
518,727,8171.97148592,15,13,28,6,8.4451539805741e-07,0.00666254484929131
519,728,15296.45312263,2,8,10,2,1.85514272743603e-06,0.00666272463458818
520,730,6707.52892546,40,24,64,11,6.86127350491006e-07,0.00334925540578201
521,732,8861.06953238,18,8,26,5,6.40868620394031e-07,0.00568720543247226
522,739,4603.24559305,23,29,52,14,3.58370925823692e-07,0.00285763064614465
523,741,10267.12905839,8,7,15,7,6.0800630308222e-07,0.0032457709782268
524,748,14257.07880861,17,8,25,6,8.19122760731261e-07,0.00408153438918806
525,753,21174.03330646,20,24,44,4,1.59569708557683e-06,0.00562140930470974
526,754,23770.50988953,2,0,2,1,2.03456829694915e-06,0.0060836059992157
527,778,91140.91031825,1072,39,1111,30,1.8375052150077e-05,0.0231927558776828
528,779,38025.91104956,123,23,146,26,3.23372660204768e-07,0.00286251803378223
529,780,19248.64098399,58,11,69,11,3.03215074382024e-07,0.00274325628650309
530,782,4813.97507318,30,14,44,6,1.01188106782502e-07,0.00153133990836929
531,783,25214.83587948,230,28,258,4,3.37041456077714e-07,0.00260550931900517
532,784,18861.87526334,106,66,172,27,5.24666575074662e-07,0.00374054628492618
533,785,14352.39080605,159,32,191,5,2.10207417694619e-07,0.00196345681149356
534,787,14301.1556589,188,7,195,22,6.20887931290781e-07,0.00405754081969382
535,788,19046.80960424,378,31,409,33,8.33676949696383e-07,0.0040856453878629
536,789,12408.34185042,180,26,206,19,8.14201030152617e-07,0.00364628879904547
537,791,15506.597205,63,20,83,10,6.24866515863687e-07,0.00331559701760725
538,792,4514.73396962,34,28,62,9,3.33333900925936e-07,0.00232548635276144
539,793,4784.13925836,23,9,32,6,3.5632820072351e-07,0.0024820285811334
540,794,11816.19169973,47,36,83,8,4.63477135781432e-07,0.00287741195313294
541,803,3350.94787286,3,3,6,1,2.64089976553805e-07,0.00206532864666531
542,819,9212.25128164,68,26,94,8,6.2918252297095e-07,0.00328079265751407
543,821,31125.88515544,72,38,110,15,1.4814372661931e-06,0.00596284566347674
544,871,158947.19907925,1594,1051,2645,51,9.37026652536588e-06,0.018894734523324
545,831,15838.73785143,2,1,3,1,8.12991402199259e-07,0.00390573091962247
546,832,30350.2884756,166,106,272,6,9.47294211073313e-07,0.00437453185423511
547,845,144179.00971486,16,5,21,8,5.71078544453485e-06,0.011988018721905
548,849,5434.91231979,37,38,75,14,4.14479018218117e-07,0.00264228537700546
549,856,3535.06857077,2,0,2,1,3.02440639643464e-07,0.00217198515128359
550,858,9017.73844942,38,65,103,21,8.63535660755588e-07,0.00378658890425518
551,863,166281.74827968,2986,452,3438,96,1.35633081299602e-05,0.0180235780388561
552,915,22924.83421014,102,19,121,4,2.037906597252e-06,0.0112509722758905
553,916,17835.17156571,165,50,215,4,1.16599539978779e-06,0.00551435576866959
554,921,11355.78758916,1,6,7,4,1.01432124210987e-06,0.00537254609898994
555,925,19605.40107353,50,33,83,35,1.24802090795129e-06,0.00538256401201078
556,926,9362.8147093,6,0,6,1,1.05452227217029e-06,0.0048330435031935
557,939,9212.19991094,1,4,5,1,9.83563040790614e-07,0.00433596031938728
558,941,9131.16933567,20,2,22,5,6.94614755047951e-07,0.00352483617803427
559,947,9432.72198652,36,3,39,4,6.52701601211447e-07,0.00346176525001537
560,948,10515.62526215,82,25,107,24,7.17513557901839e-07,0.00357602645760366
561,949,17626.0137934,19,9,28,3,2.46357421929133e-06,0.00681415307381818
562,953,15498.54046807,31,16,47,5,1.90837135960464e-06,0.00624682286140307
563,958,25279.83673,148,34,182,48,2.59897933574393e-06,0.00649145714556142
564,959,31586.55142313,20,24,44,6,3.02187800116371e-06,0.0077825144967396
565,965,3778.3646463,26,6,32,5,2.19868979911553e-07,0.00204054415274873
566,976,35191.47074664,13,14,27,8,2.14776173379505e-06,0.00591106577660737
567,977,24017.11015756,25,31,56,20,2.17067781704827e-06,0.00693701544104352
568,979,2528.84994023,1,0,1,1,5.69258645555237e-07,0.00362256025212286
569,980,9275.52048657,49,8,57,5,3.01491354548489e-06,0.0074463754032326
570,992,30258.18095446,61,28,89,6,3.49032916346914e-06,0.0075463574462188
571,993,6462.67583889,4,3,7,1,9.63337515713647e-06,0.0156739633899159
572,995,5391.74317508,39,9,48,4,1.8560735952633e-06,0.00903705151472162
573,1003,169727.52824815,228,75,303,9,1.41332320708898e-05,0.0171610145576881
574,1006,16521.5556749,18,13,31,2,5.24446295457892e-06,0.0097424520687399
575,1008,16826.48874439,27,5,32,5,1.27610519484733e-06,0.00537112717294667
576,1011,26978.96488519,25,3,28,6,1.57838849190739e-06,0.00601634196807132
577,1012,14252.42808811,9,10,19,3,1.58148077389342e-06,0.00605755897051084
578,1015,21151.92423493,3,3,6,2,1.77775427800952e-06,0.00664022833784857
579,1016,30494.86999529,74,44,118,14,2.45498995354865e-06,0.00727120848446283
580,1017,2606.4287916,3,0,3,1,7.57113411964383e-07,0.0048668706606788
581,1018,10710.40943897,2,0,2,1,9.23669176700059e-07,0.00477637494262135
582,1019,10914.11273446,10,0,10,1,1.00346460385481e-06,0.00530932027645536
583,1024,18504.1852341,17,3,20,4,1.46084812513436e-06,0.00832699189797628
584,1025,11840.41593641,13,2,15,5,1.0002554517996e-06,0.00500928400645267
585,1028,7868.62962807,11,0,11,1,8.01863279775716e-07,0.00421942823325931
586,1029,10544.37182873,3,2,5,1,9.90319676930085e-07,0.00532189885150996
587,1030,71668.50085284,183,45,228,31,6.88776026436244e-06,0.0122407799875091
588,1031,20161.55292407,8,10,18,4,8.69126324687386e-07,0.00384168369509965
589,1032,14299.20198498,25,10,35,6,9.15927557798568e-07,0.0040027240955732
590,1034,13120.20496112,21,0,21,2,1.24106418297742e-06,0.00512927706861575
591,1035,12162.01321044,42,29,71,8,1.23763902593055e-06,0.00510908932785378
592,1036,12385.26789643,3,8,11,2,1.22450501294225e-06,0.00511625058170252
593,1037,25419.37128555,136,41,177,22,1.48065055327606e-06,0.00569534844142966
594,1038,25223.77198413,89,14,103,16,2.17968317883788e-06,0.00749714041952976
595,1039,14148.59515906,45,32,77,11,8.4593602878158e-07,0.00391729157799133
596,1041,8201.90200176,59,19,78,5,5.7246643336839e-07,0.00326233261238796
597,1040,18165.07008849,32,11,43,4,1.53081919052056e-06,0.0048976606686521
598,1043,30193.64634746,229,58,287,28,1.89764841707074e-06,0.00559053904855318
599,1045,642.33040338,0,28,28,1,2.02362025447655e-06,0.00633308790051713
600,1049,19103.59655481,16,2,18,5,1.62967762662447e-06,0.00724148472991578
601,1164,12337.89254751,26,30,56,3,1.16276396511239e-06,0.00518275876637147
602,1059,59599.93744567,365,157,522,41,2.61492687059217e-06,0.00792250558788575
603,1060,97852.65816331,55,50,105,19,1.53997916640947e-06,0.00648856158244802
604,1061,48965.20330179,200,48,248,38,5.37073537998367e-06,0.010205568982968
605,1063,32993.01635996,8,4,12,4,1.2544401215564e-06,0.00442966676348003
606,1064,136399.96380973,60,30,90,25,3.03621709463187e-06,0.00798137643200816
607,1065,86964.60117087,186,42,228,22,2.21598384086974e-06,0.00644315707387943
608,1066,9391.29352492,12,9,21,7,4.95132098876638e-07,0.00317970446875319
609,1067,30860.64514704,402,40,442,17,5.7579304666433e-06,0.0108123422824252
610,1069,7806.88492982,106,24,130,12,1.06710876934812e-06,0.00516291302377416
611,1070,37499.75669492,205,6,211,9,1.29502313939156e-06,0.00537053855800195
612,1073,35643.46019609,6,1,7,1,6.83541657053865e-07,0.00333712776086802
613,1074,12629.247239,3,0,3,1,5.60779426450608e-07,0.00307187906302007
614,1075,47412.97394537,8,5,13,4,6.91933564667124e-07,0.0034454006453765
615,1076,147259.2252551,381,259,640,58,2.27679129238823e-06,0.00612985985100251
616,1078,87996.20303026,341,5,346,19,1.53404280354152e-05,0.0176567403211569
617,1218,99087.37084588,13,4,17,1,2.07080438485718e-06,0.00568345601391403
618,1216,38018.83236353,1,4,5,1,7.79204583523097e-07,0.00383095686814797
619,1089,67402.62049,31,26,57,15,1.98795669348328e-06,0.00614339712508582
620,1090,124496.96019626,1141,190,1331,86,1.29113768707612e-05,0.0151393850581659
621,1091,42170.1818185,67,12,79,16,1.77143010660075e-06,0.00534845954408389
622,1093,61622.43985888,523,78,601,63,7.27056294635986e-06,0.0130163047516903
623,1094,74763.26966892,291,75,366,24,9.39506344366237e-06,0.0141749955518289
624,1095,107330.01248027,1045,111,1156,159,1.11471872514812e-05,0.0149588621566674
625,1097,63954.69464168,510,156,666,21,7.51692004996585e-06,0.0122072693976697
626,1099,7146.78188939,21,1,22,2,1.23804920804105e-06,0.00479855899794237
627,1102,27090.66112121,261,26,287,31,2.04848447538097e-06,0.00626418332117182
628,1104,18690.33292587,50,2,52,9,1.35878235596465e-06,0.00523978726702711
629,1105,10647.55782472,16,6,22,6,1.26356053442578e-06,0.00496028585512916
630,1106,18024.26415729,157,19,176,25,1.31988235807512e-06,0.00508410872985977
631,1108,13983.87750202,74,2,76,7,1.27978591990541e-06,0.00476440701255047
632,1110,28311.25226148,379,5,384,25,2.85002442979021e-06,0.00698015321406191
633,1111,22408.93828238,201,5,206,15,1.55075849761488e-06,0.00530361731422489
634,1112,21080.39400946,145,6,151,10,1.51610902321409e-06,0.00527190950458201
635,1113,44277.04104233,3,8,11,3,1.63122740559629e-06,0.00560817940924187
636,1114,18874.71014169,34,11,45,4,1.73539365277975e-06,0.00572706508949879
637,1115,8195.91678042,36,1,37,8,1.54941426444566e-06,0.00564658622654075
638,1117,45563.63983529,64,13,77,13,2.24230916501256e-06,0.00598969919572104
639,1118,35291.67414778,856,89,945,59,1.18689422379248e-06,0.00442579942097939
640,1120,21154.62785515,64,2,66,6,2.17326714846422e-06,0.00635674165917566
641,1121,16732.02381377,392,3,395,6,2.17299248106428e-06,0.00636156668327174
642,1122,104760.96303016,115,40,155,10,7.51308880353463e-06,0.0111860789227065
643,1123,67044.87322475,179,62,241,10,4.35990659752861e-06,0.0109942486010787
644,1214,125358.62152248,13,17,30,7,6.89826856614673e-06,0.0108487543688971
645,1126,1641.57818189,0,4,4,1,9.48934939515311e-07,0.00387206453571433
646,1127,6785.39346524,9,7,16,6,1.63594222613028e-06,0.00525847649452221
647,1132,17448.47458669,5,0,5,2,5.44441991223721e-06,0.0188659059032424
648,1139,15088.87211997,107,36,143,19,1.44878640639945e-06,0.00502891447335327
649,1140,39573.71802955,262,48,310,43,2.7890246201423e-06,0.00663527476214413
650,1141,54608.58959339,257,46,303,26,4.09029416914564e-06,0.00867187480140516
651,1143,31165.97241368,471,50,521,58,1.82228268386098e-06,0.00606005369775613
652,1144,84.88885802,0,2,2,1,2.11791211768286e-06,0.0062847354246211
653,1148,20265.10626967,205,19,224,33,3.80919937015278e-06,0.00816232219293902
654,1149,39888.78540072,101,46,147,25,2.46918625634862e-06,0.0100315841216728
655,1150,54930.51118046,41,19,60,10,3.34046308125835e-06,0.00903166585581573
656,1151,25826.08705039,89,37,126,14,1.92955531019834e-06,0.00587220778712174
657,1152,97658.47417298,902,126,1028,70,1.15833900053985e-05,0.0161486488044592
658,1154,101669.87149495,594,121,715,71,7.80736445449293e-06,0.0141465730616735
659,1153,95111.00214913,990,149,1139,101,9.83700147116906e-06,0.0137821626993673
660,1155,239480.12749166,1726,224,1950,134,2.37984891100496e-05,0.0201665512101765
661,1156,145149.73482254,1107,73,1180,143,1.25574269986828e-05,0.0149986644781779
662,1157,214954.61404424,1457,316,1773,127,3.43343640452076e-05,0.0394378006277587
663,1158,72144.83618343,615,439,1054,56,2.12451532206615e-05,0.037799072229618
664,1159,95699.15075827,638,87,725,46,1.19650721899234e-05,0.0202742272071667
665,1161,40344.29115252,27,3,30,6,4.32901319982193e-05,0.0272197059529717
666,1163,35128.13821483,191,7,198,9,2.69493152700306e-05,0.0280496855533526
667,1208,34148.45185966,14,1,15,3,4.89852482132846e-07,0.00319518567356864
668,1209,35624.86201268,17,2,19,5,6.61064404994249e-07,0.00363591939253604
669,1213,72270.27568999,16,0,16,3,6.50815172775765e-06,0.0107627397260238
670,1325,105593.25344606,51,12,63,11,1.9965582396253e-06,0.0060467799497122
671,1345,12991.57308922,59,126,185,18,2.06515824174858e-06,0.00843126104370853
672,51,81419.80257255,3129,227,3356,141,7.52396317693638e-07,0.00382421969896326
673,839,23224.00161693,213,40,253,30,7.65880031394772e-07,0.00378850978183175
674,835,17510.14362812,97,38,135,11,9.30037003854522e-07,0.00511989029990675
675,687,9193.09559925,25,6,31,2,7.41693838790525e-07,0.00584749471049697
676,746,9532.25453355,4,5,9,2,9.60230863711331e-07,0.00412250223622215
677,740,15130.60410709,31,17,48,11,7.55752807890531e-07,0.00429878042560952
678,52,23327.20647563,48,28,76,7,6.68960183247691e-07,0.00425417433844859
679,53,110929.64278746,2929,183,3112,118,1.21355787996436e-06,0.00494478705992238
680,54,249026.20929208,8079,661,8740,508,1.9881167645508e-06,0.00570530420981358
681,55,240182.24726928,5681,663,6344,404,1.76007824848057e-06,0.00530767165870371
682,56,40829.15436006,2079,185,2264,3,5.86688202020014e-07,0.00338281868235502
683,57,87098.69652484,2676,402,3078,47,5.00715941598173e-07,0.00316950148521183
684,58,95739.49331164,3693,244,3937,169,8.98079633770976e-07,0.00385722466668811
685,59,149191.14398122,1799,136,1935,22,4.81162351206876e-06,0.0120977561036875
686,60,18357.54400631,234,40,274,11,6.0473848861875e-07,0.00421576027239693
687,61,177748.86130044,5051,519,5570,133,1.43410989039694e-06,0.00518720567793461
688,62,57714.3086844,2066,72,2138,94,8.93805008672643e-07,0.0046756777743835
689,63,46063.36150308,1552,101,1653,110,4.86530552734621e-07,0.00285205370061716
690,64,45190.54357295,2010,31,2041,46,4.52210315415869e-07,0.00291330012703209
691,65,34346.57306394,954,161,1115,102,4.65879566036165e-07,0.00278728279553967
692,66,102160.43072027,3571,318,3889,83,7.10927906766301e-07,0.00336013772505763
693,67,206017.86303401,6104,1286,7390,67,1.57884232976357e-06,0.0050459264745741
694,68,182663.27083756,6429,388,6817,180,1.66400513990084e-06,0.00517549821926326
695,69,87203.08433223,2076,429,2505,112,7.3010824053199e-07,0.00389118730495922
696,70,70373.44385673,1078,177,1255,53,5.88974671700271e-07,0.00381895454254747
697,71,134365.63943163,3298,168,3466,109,1.15641296360991e-06,0.00456709868296232
698,72,69384.88025214,445,0,445,3,1.13240366772516e-06,0.00471235230047389
699,73,227248.80232236,4085,223,4308,80,1.56971418618923e-06,0.00549178851275199
700,75,138337.21672077,3461,440,3901,214,1.08710946733481e-06,0.00495587820687057
701,76,102171.60446395,3337,553,3890,255,1.12206316771335e-06,0.00496996988437666
702,830,148064.21255119,829,143,972,12,7.81630751589546e-06,0.0113197834153328
703,77,286225.78571178,5915,1142,7057,362,1.96314113054541e-06,0.00574382707152899
